                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    219,                0.42953,                0.68412,                0.27829,                0.87079,                0.99746,                0.99349,                0.99489,                0.95115,                0.99571,                0.99199,                0.99462,                0.85812,                0.30793,                0.47537,                 0.1933,                 0.8361,               0.002806,               0.002806,               0.002806
                    220,                 0.4306,                0.68679,                0.28091,                0.86993,                 0.9963,                0.99507,                0.99489,                0.95147,                 0.9946,                 0.9932,                0.99461,                0.85781,                0.30791,                0.47539,                  0.193,                0.83624,               0.002773,               0.002773,               0.002773
                    221,                0.42707,                 0.6736,                0.27836,                0.86991,                0.99611,                  0.995,                 0.9949,                0.95143,                0.99468,                 0.9932,                 0.9946,                0.85826,                0.30801,                0.47501,                 0.1928,                0.83639,                0.00274,                0.00274,                0.00274
                    222,                 0.4268,                0.67599,                0.27966,                0.86808,                0.99572,                0.99495,                 0.9949,                0.95126,                0.99532,                 0.9919,                0.99459,                0.85886,                0.30782,                 0.4745,                0.19238,                0.83622,               0.002707,               0.002707,               0.002707
                    223,                0.43316,                0.68857,                0.28351,                0.87318,                0.99629,                0.99475,                 0.9949,                0.95119,                0.99433,                0.99281,                0.99457,                0.85847,                0.30753,                 0.4742,                0.19257,                0.83598,               0.002674,               0.002674,               0.002674
                    224,                 0.4308,                0.69249,                0.28009,                0.87117,                0.99637,                0.99456,                 0.9949,                0.95167,                0.99443,                0.99262,                0.99457,                0.85848,                  0.307,                0.47371,                0.19204,                0.83581,               0.002641,               0.002641,               0.002641
                    225,                0.43118,                0.68137,                0.28179,                0.86937,                0.99628,                0.99475,                0.99491,                0.95175,                0.99435,                 0.9926,                0.99457,                0.85858,                0.30681,                0.47343,                0.19218,                0.83566,               0.002608,               0.002608,               0.002608
                    226,                0.43368,                0.68441,                0.28266,                0.87329,                0.99606,                0.99475,                0.99491,                0.95155,                0.99637,                0.99067,                0.99458,                0.85865,                0.30641,                0.47331,                0.19246,                0.83532,               0.002575,               0.002575,               0.002575
                    227,                0.43183,                0.68241,                0.28065,                0.87346,                0.99611,                 0.9947,                 0.9949,                0.95156,                0.99635,                0.99048,                0.99459,                0.85845,                0.30614,                0.47311,                0.19263,                0.83494,               0.002542,               0.002542,               0.002542
                    228,                0.43306,                0.69188,                0.28226,                0.87314,                0.99602,                0.99456,                 0.9949,                0.95184,                0.99622,                0.99048,                0.99458,                0.85857,                0.30562,                0.47284,                0.19287,                0.83457,               0.002509,               0.002509,               0.002509
                    229,                0.43455,                0.68678,                0.28237,                0.87155,                0.99553,                0.99492,                 0.9949,                0.95188,                0.99604,                0.99048,                0.99457,                0.85904,                0.30526,                0.47284,                0.19297,                0.83424,               0.002476,               0.002476,               0.002476
                    230,                0.43235,                0.68652,                0.28328,                0.87142,                0.99798,                0.99203,                 0.9949,                0.95199,                0.99622,                0.99028,                0.99457,                 0.8591,                0.30485,                0.47256,                0.19301,                 0.8339,               0.002443,               0.002443,               0.002443
                    231,                0.42678,                0.67979,                 0.2799,                0.87108,                0.99552,                0.99405,                 0.9949,                0.95193,                0.99582,                0.99009,                0.99454,                0.85877,                0.30471,                0.47233,                 0.1928,                 0.8337,                0.00241,                0.00241,                0.00241
                    232,                0.42884,                0.67997,                0.27867,                0.87078,                0.99665,                0.99359,                 0.9949,                0.95171,                 0.9959,                0.99148,                0.99459,                0.85858,                0.30448,                0.47216,                0.19255,                0.83367,               0.002377,               0.002377,               0.002377
                    233,                0.42823,                0.68133,                0.27778,                0.86969,                0.99679,                0.99359,                 0.9949,                0.95175,                 0.9957,                 0.9911,                0.99458,                0.85852,                0.30433,                0.47201,                0.19224,                0.83369,               0.002344,               0.002344,               0.002344
                    234,                 0.4304,                0.68664,                0.27926,                0.87251,                0.99685,                0.99359,                 0.9949,                0.95191,                0.99571,                0.99115,                0.99456,                0.85847,                0.30432,                0.47198,                0.19244,                0.83369,               0.002311,               0.002311,               0.002311
                    235,                0.43088,                0.68618,                0.27981,                0.87058,                0.99727,                0.99339,                 0.9949,                0.95167,                0.99517,                0.99126,                0.99454,                0.85813,                0.30441,                0.47182,                0.19225,                 0.8339,               0.002278,               0.002278,               0.002278
                    236,                0.43021,                0.68647,                0.28004,                0.87227,                0.99707,                0.99351,                 0.9949,                0.95186,                0.99551,                 0.9914,                0.99455,                0.85867,                0.30421,                0.47124,                0.19224,                0.83371,               0.002245,               0.002245,               0.002245
                    237,                0.42661,                0.67758,                0.27819,                0.87062,                0.99727,                0.99357,                 0.9949,                0.95169,                0.99532,                0.99158,                0.99454,                0.85859,                0.30411,                 0.4711,                0.19235,                0.83357,               0.002212,               0.002212,               0.002212
                    238,                0.42631,                0.68349,                0.27624,                0.86848,                0.99707,                0.99344,                0.99491,                0.95199,                0.99512,                0.99152,                0.99454,                0.85799,                0.30386,                0.47066,                0.19204,                0.83345,               0.002179,               0.002179,               0.002179
                    239,                0.42864,                0.67803,                 0.2777,                 0.8697,                0.99708,                0.99368,                0.99491,                0.95205,                0.99513,                0.99175,                0.99453,                0.85794,                 0.3038,                0.47046,                0.19193,                0.83338,               0.002146,               0.002146,               0.002146
                    240,                0.42442,                0.66703,                0.27597,                0.87072,                0.99727,                0.99373,                0.99491,                 0.9522,                0.99532,                0.99179,                0.99452,                0.85797,                0.30393,                0.47046,                0.19211,                0.83351,               0.002113,               0.002113,               0.002113
                    241,                 0.4233,                0.67329,                0.27407,                0.86967,                0.99534,                0.99534,                0.99491,                0.95229,                 0.9937,                 0.9932,                0.99451,                0.85804,                0.30408,                0.47037,                0.19165,                0.83383,                0.00208,                0.00208,                0.00208
                    242,                0.42231,                 0.6777,                0.27569,                0.86882,                0.99553,                0.99553,                0.99491,                0.95268,                0.99339,                0.99331,                 0.9945,                0.85847,                0.30409,                0.47032,                0.19128,                0.83397,               0.002047,               0.002047,               0.002047
                    243,                0.42565,                0.68041,                0.27604,                0.87044,                0.99555,                0.99534,                0.99492,                0.95261,                0.99353,                 0.9932,                0.99449,                 0.8583,                 0.3041,                0.47036,                0.19104,                0.83422,               0.002014,               0.002014,               0.002014
                    244,                0.42611,                0.68229,                0.27791,                0.86812,                 0.9954,                0.99553,                0.99492,                 0.9524,                0.99339,                0.99334,                0.99447,                0.85812,                0.30415,                0.47028,                0.19064,                0.83434,               0.001981,               0.001981,               0.001981
                    245,                0.42751,                0.68049,                0.27786,                0.86948,                0.99566,                0.99553,                0.99491,                0.95258,                0.99359,                0.99338,                0.99447,                0.85813,                0.30421,                0.47016,                0.19063,                0.83447,               0.001948,               0.001948,               0.001948
                    246,                0.42225,                0.67534,                 0.2735,                 0.8693,                0.99553,                 0.9953,                0.99492,                0.95292,                0.99654,                0.99009,                0.99446,                0.85835,                0.30404,                 0.4699,                0.19042,                0.83437,               0.001915,               0.001915,               0.001915
                    247,                0.42497,                 0.6814,                0.27596,                 0.8671,                0.99553,                0.99534,                0.99492,                0.95306,                0.99658,                0.99009,                0.99446,                0.85826,                0.30419,                0.46992,                0.19013,                0.83452,               0.001882,               0.001882,               0.001882
                    248,                0.41864,                0.66921,                0.27326,                0.86921,                0.99534,                0.99545,                0.99492,                0.95281,                0.99667,                0.99009,                0.99447,                0.85839,                0.30421,                0.46974,                 0.1901,                0.83446,               0.001849,               0.001849,               0.001849
                    249,                 0.4204,                 0.6739,                0.27162,                0.86718,                0.99571,                0.99475,                0.99492,                 0.9532,                0.99645,                0.99009,                0.99446,                0.85853,                0.30422,                0.46954,                0.19028,                0.83452,               0.001816,               0.001816,               0.001816
                    250,                0.42332,                 0.6781,                0.27333,                0.86874,                0.99572,                0.99481,                0.99492,                0.95307,                0.99662,                0.99009,                0.99446,                0.85858,                0.30417,                0.46944,                0.19012,                0.83442,               0.001783,               0.001783,               0.001783
                    251,                0.41594,                0.66087,                0.27051,                0.86496,                0.99588,                0.99495,                0.99492,                0.95308,                0.99658,                0.99009,                0.99446,                0.85853,                0.30418,                0.46931,                0.19018,                 0.8342,                0.00175,                0.00175,                0.00175
                    252,                0.41597,                0.66267,                0.27175,                0.86583,                0.99578,                0.99475,                0.99491,                0.95308,                0.99655,                0.99028,                0.99446,                0.85888,                0.30392,                 0.4693,                   0.19,                0.83407,               0.001717,               0.001717,               0.001717
                    253,                0.41744,                0.66971,                0.27274,                0.86754,                0.99583,                0.99475,                0.99491,                0.95345,                0.99649,                0.99028,                0.99445,                0.85865,                0.30383,                0.46914,                0.19031,                0.83393,               0.001684,               0.001684,               0.001684
                    254,                0.41362,                0.66419,                0.26973,                0.86683,                0.99495,                0.99515,                0.99479,                 0.9532,                0.99573,                0.99048,                0.99431,                0.85865,                0.30367,                0.46908,                0.19004,                0.83381,               0.001651,               0.001651,               0.001651
                    255,                0.41335,                0.66518,                0.26817,                0.86605,                0.99504,                0.99514,                0.99479,                0.95364,                0.99592,                0.99048,                 0.9943,                0.85865,                0.30343,                0.46903,                0.19014,                0.83355,               0.001618,               0.001618,               0.001618
                    256,                0.41547,                0.66784,                0.26913,                 0.8655,                0.99512,                0.99514,                0.99479,                0.95349,                0.99339,                0.99285,                0.99431,                0.85851,                0.30312,                0.46892,                0.19005,                0.83338,               0.001585,               0.001585,               0.001585
                    257,                0.42025,                 0.6729,                 0.2733,                0.86646,                0.99485,                0.99495,                 0.9948,                0.95355,                0.99339,                0.99299,                 0.9943,                0.85815,                0.30276,                0.46886,                0.19024,                 0.8331,               0.001552,               0.001552,               0.001552
                    258,                0.41825,                0.66671,                0.27318,                0.86649,                0.99495,                0.99507,                 0.9948,                0.95341,                0.99615,                0.99048,                0.99432,                0.85801,                0.30245,                0.46874,                0.19048,                0.83286,               0.001519,               0.001519,               0.001519
                    259,                0.41604,                 0.6688,                0.26985,                0.86645,                0.99495,                0.99501,                 0.9948,                0.95375,                0.99528,                0.99145,                 0.9943,                0.85814,                0.30221,                0.46869,                0.19024,                0.83274,               0.001486,               0.001486,               0.001486
                    260,                0.41418,                0.66656,                0.26966,                0.86704,                0.99476,                 0.9956,                0.99479,                 0.9533,                0.99598,                0.99048,                 0.9943,                0.85887,                0.30183,                0.46849,                 0.1902,                0.83253,               0.001453,               0.001453,               0.001453
                    261,                0.41593,                0.66717,                0.26986,                0.86593,                0.99472,                0.99572,                0.99479,                0.95325,                0.99532,                0.99143,                 0.9943,                0.85873,                0.30146,                 0.4684,                0.19019,                0.83238,                0.00142,                0.00142,                0.00142
                    262,                 0.4129,                0.66394,                 0.2697,                0.86642,                0.99489,                0.99572,                0.99479,                0.95306,                0.99573,                0.99087,                 0.9943,                 0.8586,                0.30123,                0.46836,                0.18979,                0.83229,               0.001387,               0.001387,               0.001387
                    263,                0.41508,                0.66782,                0.26968,                0.86697,                 0.9971,                 0.9932,                0.99479,                0.95311,                 0.9957,                0.99093,                 0.9943,                 0.8584,                 0.3012,                0.46834,                0.18964,                0.83229,               0.001354,               0.001354,               0.001354
                    264,                0.41659,                0.66623,                0.27025,                0.86748,                0.99688,                0.99321,                0.99479,                0.95334,                0.99588,                0.99087,                0.99429,                0.85821,                0.30115,                0.46829,                 0.1895,                0.83224,               0.001321,               0.001321,               0.001321
                    265,                0.41045,                0.66288,                0.26677,                0.86451,                0.99688,                0.99344,                0.99479,                0.95339,                0.99556,                0.99067,                0.99411,                0.85835,                0.30103,                0.46827,                0.18944,                0.83227,               0.001288,               0.001288,               0.001288
                    266,                 0.4095,                0.65765,                0.26654,                0.86357,                0.99688,                0.99375,                0.99479,                 0.9534,                0.99551,                0.99087,                0.99412,                0.85846,                0.30085,                0.46835,                0.18932,                0.83217,               0.001255,               0.001255,               0.001255
                    267,                0.41037,                0.66112,                0.26651,                0.86456,                0.99708,                0.99392,                0.99479,                0.95341,                0.99532,                0.99117,                0.99411,                0.85827,                0.30084,                0.46825,                0.18917,                 0.8322,               0.001222,               0.001222,               0.001222
                    268,                0.40698,                0.66293,                0.26519,                0.86362,                0.99713,                0.99398,                 0.9948,                 0.9536,                0.99551,                 0.9915,                 0.9943,                0.85843,                0.30074,                0.46813,                0.18928,                0.83212,               0.001189,               0.001189,               0.001189
                    269,                0.41372,                0.66752,                 0.2697,                0.86524,                 0.9969,                0.99398,                0.99479,                0.95389,                0.99532,                0.99155,                0.99429,                0.85887,                0.30057,                0.46803,                0.18911,                0.83199,               0.001156,               0.001156,               0.001156
                    270,                0.40451,                 0.6568,                0.26356,                0.85968,                0.99685,                0.99378,                0.99479,                0.95367,                0.99532,                0.99127,                0.99429,                0.85888,                0.30053,                0.46801,                0.18922,                0.83195,               0.001123,               0.001123,               0.001123
                    271,                 0.4085,                0.65453,                0.26489,                0.86462,                0.99727,                0.99301,                0.99479,                 0.9536,                 0.9957,                0.99102,                0.99429,                0.85905,                0.30048,                0.46786,                0.18922,                0.83187,                0.00109,                0.00109,                0.00109
                    272,                0.40873,                0.65477,                0.26521,                0.86515,                0.99735,                 0.9932,                0.99479,                0.95339,                0.99532,                0.99085,                0.99409,                0.85918,                0.30048,                0.46781,                 0.1889,                0.83187,               0.001057,               0.001057,               0.001057
                    273,                 0.4039,                0.65509,                0.26106,                0.86353,                0.99742,                  0.993,                0.99479,                0.95349,                0.99531,                0.99066,                0.99409,                 0.8592,                0.30036,                0.46781,                 0.1889,                0.83185,               0.001024,               0.001024,               0.001024
                    274,                0.40341,                0.64817,                0.26278,                0.86337,                0.99742,                  0.993,                0.99479,                0.95363,                0.99551,                0.99106,                0.99411,                0.85909,                0.30026,                 0.4678,                0.18879,                 0.8318,               0.000991,               0.000991,               0.000991
                    275,                0.40507,                0.65569,                0.26405,                 0.8612,                0.99737,                  0.993,                0.99478,                 0.9534,                0.99529,                0.99087,                0.99409,                0.85893,                 0.3002,                0.46795,                0.18899,                0.83181,               0.000958,               0.000958,               0.000958
                    276,                0.40577,                0.65628,                0.26232,                0.86417,                0.99738,                  0.993,                0.99479,                0.95349,                0.99529,                0.99087,                 0.9941,                0.85894,                0.30011,                0.46796,                0.18885,                0.83182,               0.000925,               0.000925,               0.000925
                    277,                0.40361,                0.65642,                0.26048,                0.86311,                0.99735,                  0.993,                0.99478,                0.95351,                0.99528,                0.99087,                0.99409,                0.85912,                0.30009,                0.46777,                0.18881,                0.83188,               0.000892,               0.000892,               0.000892
                    270,                0.38546,                0.63335,                0.25218,                0.85841,                 0.9971,                0.99398,                 0.9948,                0.95376,                0.99551,                0.99154,                 0.9943,                0.85887,                0.30059,                0.46801,                0.18916,                0.83199,               0.001123,               0.001123,               0.001123
                    271,                0.38608,                0.63394,                  0.252,                0.85618,                 0.9972,                0.99398,                 0.9948,                0.95363,                0.99532,                0.99202,                 0.9943,                 0.8588,                 0.3006,                0.46802,                0.18913,                0.83196,                0.00109,                0.00109,                0.00109
                    272,                0.39523,                0.64072,                0.25878,                0.85906,                0.99534,                0.99583,                 0.9948,                0.95371,                0.99551,                0.99134,                 0.9943,                0.85891,                0.30049,                0.46806,                0.18898,                0.83189,               0.001057,               0.001057,               0.001057
                    273,                0.38968,                0.63912,                0.25308,                0.85964,                0.99553,                0.99602,                 0.9948,                0.95334,                 0.9957,                 0.9911,                0.99429,                0.85868,                0.30054,                0.46812,                0.18902,                0.83195,               0.001024,               0.001024,               0.001024
                    274,                0.38967,                0.63444,                0.25351,                0.85826,                0.99547,                0.99592,                0.99479,                0.95341,                0.99591,                0.99106,                0.99428,                0.85877,                0.30051,                0.46812,                0.18901,                0.83199,               0.000991,               0.000991,               0.000991
                    275,                0.38912,                0.62894,                0.25556,                0.85907,                0.99694,                0.99359,                0.99479,                0.95369,                0.99592,                0.99087,                0.99428,                0.85889,                 0.3005,                0.46828,                0.18908,                  0.832,               0.000958,               0.000958,               0.000958
                    276,                0.38918,                 0.6336,                0.25444,                0.85706,                0.99485,                0.99611,                0.99479,                0.95362,                0.99602,                0.99106,                0.99428,                0.85885,                0.30041,                0.46821,                0.18899,                0.83206,               0.000925,               0.000925,               0.000925
                    277,                0.38846,                 0.6314,                0.25458,                0.85778,                0.99785,                 0.9929,                0.99479,                0.95374,                0.99637,                0.99106,                0.99428,                0.85858,                0.30038,                0.46827,                0.18885,                 0.8321,               0.000892,               0.000892,               0.000892
                    278,                0.38216,                 0.6302,                0.24981,                0.85631,                0.99791,                0.99262,                0.99479,                0.95344,                0.99647,                0.99087,                0.99428,                0.85901,                0.30035,                0.46825,                0.18889,                 0.8321,               0.000859,               0.000859,               0.000859
                    279,                0.38961,                0.63626,                0.25345,                0.85848,                0.99824,                 0.9929,                0.99479,                0.95359,                0.99668,                  0.991,                0.99429,                0.85896,                0.30031,                0.46826,                0.18895,                0.83208,               0.000826,               0.000826,               0.000826
                    280,                0.38772,                0.63443,                0.25396,                0.85725,                0.99547,                0.99553,                0.99479,                0.95352,                0.99647,                0.99067,                0.99427,                0.85903,                 0.3002,                0.46836,                0.18867,                0.83213,               0.000793,               0.000793,               0.000793
                    281,                 0.3833,                 0.6251,                0.25245,                0.85666,                0.99832,                0.99262,                0.99479,                0.95361,                0.99648,                0.99053,                0.99427,                0.85905,                0.30018,                0.46843,                0.18869,                0.83215,                0.00076,                0.00076,                0.00076
                    282,                 0.3851,                0.63105,                0.25149,                0.85664,                0.99824,                0.99299,                0.99479,                0.95353,                0.99648,                0.99064,                0.99427,                 0.8592,                0.30019,                 0.4685,                0.18875,                 0.8322,               0.000727,               0.000727,               0.000727
                    283,                0.38685,                0.63021,                0.25262,                0.85697,                0.99818,                  0.993,                0.99479,                0.95359,                0.99648,                0.99063,                0.99427,                0.85874,                 0.3002,                0.46857,                0.18886,                0.83222,               0.000694,               0.000694,               0.000694
                    284,                0.38469,                0.62773,                0.25049,                0.85638,                0.99833,                  0.993,                 0.9949,                0.95365,                0.99668,                0.99063,                 0.9944,                0.85899,                0.30019,                0.46863,                 0.1888,                0.83232,               0.000661,               0.000661,               0.000661
                    285,                0.38353,                0.62684,                0.25068,                0.85621,                0.99812,                  0.993,                0.99479,                 0.9532,                0.99629,                0.99041,                0.99426,                0.85877,                0.30021,                0.46868,                0.18884,                0.83235,               0.000628,               0.000628,               0.000628
                    286,                 0.3861,                0.63319,                0.24971,                0.85759,                0.99809,                  0.993,                0.99479,                0.95336,                0.99648,                0.99061,                0.99428,                0.85898,                0.30003,                0.46872,                0.18864,                0.83232,               0.000595,               0.000595,               0.000595
                    287,                0.38686,                0.63768,                0.25253,                0.85671,                0.99761,                0.99339,                0.99479,                0.95325,                0.99566,                0.99145,                0.99428,                0.85887,                0.30002,                0.46881,                0.18855,                0.83234,               0.000562,               0.000562,               0.000562
                    288,                  0.383,                0.62479,                0.24943,                0.85616,                0.99766,                0.99339,                0.99479,                0.95312,                0.99571,                0.99145,                0.99429,                0.85881,                0.30001,                0.46889,                0.18845,                0.83237,               0.000529,               0.000529,               0.000529
                    289,                 0.3836,                0.62679,                0.24966,                0.85482,                0.99766,                0.99328,                0.99479,                0.95315,                0.99551,                0.99115,                0.99427,                0.85875,                0.30001,                 0.4689,                 0.1884,                0.83239,               0.000496,               0.000496,               0.000496
                    290,                0.38844,                 0.6359,                0.25254,                0.85886,                0.99746,                0.99329,                0.99479,                0.95319,                0.99532,                0.99115,                0.99428,                0.85853,                0.29989,                0.46891,                0.18834,                0.83245,               0.000463,               0.000463,               0.000463
                    291,                0.32652,                 0.5462,                 0.2168,                0.83141,                 0.9982,                  0.993,                0.99479,                0.95328,                0.99605,                0.99087,                0.99427,                0.85852,                0.29996,                0.46894,                0.18853,                0.83249,                0.00043,                0.00043,                0.00043
                    292,                0.31693,                0.53465,                0.21042,                0.82696,                0.99757,                 0.9932,                0.99479,                0.95311,                0.99543,                0.99106,                0.99428,                0.85848,                0.29997,                0.46897,                0.18835,                0.83255,               0.000397,               0.000397,               0.000397
                    293,                0.31859,                0.53897,                0.21082,                 0.8279,                 0.9977,                 0.9932,                0.99479,                0.95316,                0.99648,                0.99087,                0.99429,                0.85851,                    0.3,                0.46903,                0.18822,                0.83263,               0.000364,               0.000364,               0.000364
                    294,                0.31643,                0.53254,                0.20897,                0.82712,                0.99772,                 0.9932,                0.99479,                0.95334,                0.99629,                0.99057,                0.99429,                0.85871,                0.29998,                0.46901,                 0.1883,                0.83266,               0.000331,               0.000331,               0.000331
                    295,                 0.3145,                0.53133,                0.20773,                0.82707,                0.99844,                0.99286,                0.99479,                0.95321,                0.99629,                0.99072,                0.99429,                0.85853,                0.30001,                0.46901,                0.18845,                 0.8327,               0.000298,               0.000298,               0.000298
                    296,                 0.3084,                0.52629,                0.20534,                0.82316,                0.99838,                  0.993,                0.99479,                 0.9532,                0.99623,                0.99087,                0.99429,                0.85871,                0.29989,                0.46898,                0.18824,                0.83272,               0.000265,               0.000265,               0.000265
                    297,                0.31415,                 0.5338,                0.20955,                0.82468,                0.99824,                0.99267,                0.99479,                0.95333,                0.99648,                0.99092,                0.99435,                0.85888,                0.29979,                0.46896,                0.18827,                0.83272,               0.000232,               0.000232,               0.000232
                    298,                0.31565,                0.53363,                0.20951,                0.82482,                  0.998,                0.99281,                0.99479,                0.95325,                0.99605,                0.99087,                0.99429,                0.85897,                0.29979,                0.46899,                0.18825,                0.83271,               0.000199,               0.000199,               0.000199
                    299,                0.31138,                0.52669,                0.20691,                0.82468,                0.99799,                0.99281,                0.99479,                0.95326,                0.99582,                0.99067,                 0.9941,                0.85885,                0.29983,                0.46905,                0.18828,                0.83273,               0.000166,               0.000166,               0.000166
                    300,                0.30614,                0.52276,                 0.2042,                0.82383,                0.99821,                0.99262,                0.99479,                0.95336,                0.99626,                0.99067,                0.99431,                0.85903,                0.29969,                0.46903,                0.18826,                0.83276,               0.000133,               0.000133,               0.000133
