                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    104,                0.52031,                0.80653,                0.34294,                0.90648,                0.99571,                0.99148,                0.99484,                0.93178,                0.99279,                 0.9903,                0.99464,                0.83634,                0.35623,                0.52508,                0.23801,                0.85448,               0.006601,               0.006601,               0.006601
                    105,                0.51993,                0.79007,                 0.3428,                 0.9034,                0.99637,                0.99203,                 0.9948,                0.93383,                0.99451,                0.99048,                0.99435,                0.83669,                0.35393,                0.52086,                0.23189,                0.85468,               0.006568,               0.006568,               0.006568
                    106,                0.51225,                0.78752,                0.33954,                0.90156,                0.99454,                0.99281,                0.99487,                0.93428,                0.99182,                0.98986,                0.99451,                0.83715,                0.35153,                0.52468,                0.23061,                 0.8515,               0.006535,               0.006535,               0.006535
                    107,                0.51309,                 0.7861,                0.33733,                0.90034,                0.99707,                0.99132,                0.99482,                0.93285,                0.99453,                0.98853,                0.99414,                0.83662,                0.35224,                0.53615,                 0.2295,                0.85328,               0.006502,               0.006502,               0.006502
                    108,                0.51369,                0.79138,                0.33787,                0.90175,                 0.9941,                0.99281,                0.99476,                0.93397,                0.99177,                0.99048,                0.99402,                0.83845,                0.35267,                0.52269,                0.23176,                 0.8541,               0.006469,               0.006469,               0.006469
                    109,                0.51474,                 0.7919,                0.33793,                0.90163,                0.99648,                0.99141,                0.99484,                  0.934,                0.99414,                0.98907,                 0.9944,                0.83815,                 0.3511,                0.52027,                0.23066,                0.84935,               0.006436,               0.006436,               0.006436
                    110,                0.51144,                0.79659,                0.33821,                0.90183,                0.99455,                0.99293,                0.99488,                 0.9324,                0.99183,                0.99021,                0.99424,                0.83731,                0.35172,                0.52347,                0.23196,                0.85453,               0.006403,               0.006403,               0.006403
                    111,                0.51355,                 0.7874,                 0.3376,                0.89927,                0.99537,                0.99262,                0.99481,                0.93679,                0.99521,                0.99242,                0.99479,                0.84193,                0.34812,                0.51456,                0.23004,                0.85239,                0.00637,                0.00637,                0.00637
                    112,                0.51701,                0.79552,                0.34013,                 0.9015,                0.99529,                0.99339,                0.99484,                0.93283,                0.99393,                0.99203,                0.99461,                0.83823,                0.35038,                0.51699,                0.22898,                0.85456,               0.006337,               0.006337,               0.006337
                    113,                0.50781,                0.78564,                0.33572,                0.89898,                0.99525,                0.99378,                 0.9948,                0.93501,                0.99395,                0.99203,                0.99456,                0.84023,                0.35146,                0.51694,                0.22932,                0.85185,               0.006304,               0.006304,               0.006304
                    114,                0.50879,                 0.7827,                0.33535,                0.89685,                0.99668,                0.99302,                 0.9949,                0.93362,                0.99453,                0.99019,                0.99456,                0.83909,                0.35229,                0.51537,                0.22948,                0.85237,               0.006271,               0.006271,               0.006271
                    115,                0.50587,                0.77556,                0.33254,                0.90078,                0.99727,                0.99288,                0.99484,                 0.9354,                 0.9961,                0.99239,                0.99461,                0.83943,                0.34891,                0.51268,                0.22655,                 0.8511,               0.006238,               0.006238,               0.006238
                    116,                0.50691,                0.77905,                0.33399,                0.90067,                0.99552,                0.99382,                0.99486,                0.93719,                0.99415,                0.99153,                0.99447,                0.84223,                0.34779,                0.51188,                0.22706,                0.85134,               0.006205,               0.006205,               0.006205
                    117,                0.50903,                0.78738,                0.33428,                0.90035,                0.99651,                0.99359,                0.99485,                0.93761,                0.99534,                0.99242,                0.99446,                 0.8421,                0.34621,                0.51531,                0.22834,                0.85203,               0.006172,               0.006172,               0.006172
                    118,                 0.5102,                0.78375,                0.33584,                0.90101,                0.99669,                0.99381,                0.99483,                0.93784,                0.99573,                0.99262,                0.99441,                0.84139,                0.34323,                0.52143,                0.22574,                0.85084,               0.006139,               0.006139,               0.006139
                    119,                0.50828,                0.78237,                0.33372,                0.90081,                0.99553,                0.99476,                0.99491,                0.93774,                0.99503,                0.99203,                0.99463,                0.84076,                0.34597,                0.51531,                0.22776,                0.85095,               0.006106,               0.006106,               0.006106
                    120,                0.50695,                0.77992,                0.33379,                0.89787,                0.99622,                0.99378,                0.99487,                0.93677,                0.99448,                0.99184,                0.99467,                0.84359,                0.34608,                 0.5152,                0.22759,                0.84892,               0.006073,               0.006073,               0.006073
                    121,                0.50532,                0.79041,                0.33292,                0.89698,                0.99552,                0.99203,                0.99479,                0.93601,                0.99299,                0.99126,                0.99446,                0.84097,                0.34364,                0.51485,                0.22442,                0.84861,                0.00604,                0.00604,                0.00604
                    122,                0.50594,                0.78921,                0.32983,                0.89713,                0.99587,                0.99378,                 0.9949,                0.93811,                0.99415,                0.99152,                0.99469,                0.84348,                0.34418,                0.51816,                0.22336,                0.84966,               0.006007,               0.006007,               0.006007
                    123,                0.50011,                0.76953,                 0.3301,                0.89787,                0.99539,                0.99495,                0.99494,                0.93972,                0.99383,                0.99339,                 0.9947,                0.84377,                0.34338,                0.50937,                  0.222,                0.84806,               0.005974,               0.005974,               0.005974
                    124,                0.50193,                0.77719,                0.33278,                0.89795,                0.99688,                0.99218,                0.99492,                0.93761,                0.99531,                0.98961,                0.99463,                0.84327,                0.34499,                0.51264,                0.22219,                0.85209,               0.005941,               0.005941,               0.005941
                    125,                0.50036,                0.77539,                0.32888,                0.89489,                0.99572,                0.99389,                0.99487,                 0.9381,                0.99358,                0.99177,                0.99446,                0.84327,                0.34177,                0.51736,                0.22302,                0.84749,               0.005908,               0.005908,               0.005908
                    126,                0.49405,                0.77235,                0.32478,                0.89308,                0.99649,                0.99266,                0.99486,                 0.9397,                0.99512,                0.98996,                0.99452,                0.84425,                 0.3403,                0.51362,                0.22131,                0.84809,               0.005875,               0.005875,               0.005875
                    127,                0.49877,                0.77169,                0.32855,                0.89739,                0.99579,                0.99436,                0.99481,                 0.9387,                0.99385,                0.99242,                0.99455,                0.84344,                0.33909,                0.51137,                0.22068,                0.84693,               0.005842,               0.005842,               0.005842
                    128,                0.49649,                0.77182,                0.32728,                0.89621,                0.99694,                0.99378,                0.99488,                0.93781,                0.99358,                0.99189,                0.99461,                0.84384,                0.34099,                 0.5156,                 0.2199,                 0.8495,               0.005809,               0.005809,               0.005809
                    129,                0.49997,                0.77727,                0.32728,                0.89579,                0.99533,                0.99366,                0.99487,                0.93888,                0.99246,                0.99145,                0.99448,                0.84395,                0.33795,                0.50609,                0.21755,                0.84697,               0.005776,               0.005776,               0.005776
                    130,                0.49911,                0.77777,                0.32804,                0.89491,                0.99585,                 0.9932,                0.99484,                0.93979,                0.99463,                0.99203,                0.99482,                0.84347,                0.33922,                0.50064,                0.21957,                0.84804,               0.005743,               0.005743,               0.005743
                    131,                0.49273,                0.76577,                 0.3247,                0.89078,                0.99614,                0.99223,                0.99489,                0.93893,                0.99395,                0.99005,                0.99449,                 0.8424,                0.33685,                0.50324,                0.22123,                0.84563,                0.00571,                0.00571,                0.00571
                    132,                0.49345,                0.77019,                0.32251,                0.89466,                0.99528,                 0.9932,                0.99486,                0.93972,                0.99438,                0.99242,                 0.9947,                0.84419,                0.33772,                0.50677,                0.22008,                0.84703,               0.005677,               0.005677,               0.005677
                    133,                0.49416,                0.77128,                0.32345,                0.89479,                0.99533,                0.99365,                0.99484,                 0.9422,                0.99465,                0.99262,                0.99463,                0.84644,                 0.3379,                0.50567,                0.22089,                0.84732,               0.005644,               0.005644,               0.005644
                    134,                0.49306,                0.76186,                0.32429,                 0.8947,                0.99584,                0.99378,                 0.9948,                0.94117,                0.99512,                  0.993,                0.99465,                0.84468,                0.33813,                0.50358,                0.21802,                0.84843,               0.005611,               0.005611,               0.005611
                    135,                0.49826,                0.75796,                0.32572,                0.89381,                0.99568,                 0.9932,                0.99483,                0.94005,                0.99479,                0.99184,                 0.9948,                0.84278,                0.33433,                0.50565,                0.21769,                0.84484,               0.005578,               0.005578,               0.005578
                    136,                0.48163,                0.75714,                0.31669,                0.88965,                0.99603,                0.99417,                0.99484,                0.94182,                0.99508,                0.99242,                0.99457,                 0.8452,                0.33061,                0.50129,                0.21668,                0.84351,               0.005545,               0.005545,               0.005545
                    137,                0.49077,                0.76914,                0.32209,                0.89413,                0.99533,                0.99398,                0.99486,                0.94026,                0.99569,                0.99184,                0.99471,                0.84526,                0.33138,                0.50574,                0.21653,                0.84538,               0.005512,               0.005512,               0.005512
                    138,                0.48864,                0.76286,                0.32242,                0.89465,                0.99572,                0.99435,                0.99476,                 0.9426,                0.99436,                0.99299,                 0.9947,                0.84568,                0.32873,                0.50162,                0.21521,                0.84272,               0.005479,               0.005479,               0.005479
                    139,                0.48987,                 0.7612,                0.32141,                0.89118,                0.99571,                0.99475,                 0.9948,                0.94279,                0.99311,                0.99223,                0.99443,                0.84553,                0.32985,                0.50092,                0.21462,                0.84498,               0.005446,               0.005446,               0.005446
                    140,                0.49029,                0.76069,                0.32141,                0.89293,                0.99481,                0.99378,                0.99489,                 0.9426,                 0.9928,                0.99128,                0.99456,                0.84453,                0.33146,                 0.5034,                0.21431,                 0.8448,               0.005413,               0.005413,               0.005413
                    141,                0.48859,                0.76731,                0.32398,                0.89229,                0.99436,                0.99428,                0.99488,                0.94305,                0.99222,                0.99126,                0.99442,                0.84539,                0.33122,                0.50002,                0.21586,                0.84464,                0.00538,                0.00538,                0.00538
                    142,                0.48469,                0.74614,                0.31867,                0.89005,                0.99629,                0.99417,                0.99492,                0.94203,                0.99399,                0.99126,                0.99458,                0.84687,                 0.3304,                0.49445,                0.21559,                0.84346,               0.005347,               0.005347,               0.005347
                    143,                0.48805,                0.75502,                0.31915,                0.89148,                0.99567,                0.99456,                0.99491,                0.94241,                 0.9935,                0.99223,                0.99469,                0.84749,                0.32917,                0.49527,                0.21467,                  0.843,               0.005314,               0.005314,               0.005314
                    144,                0.48768,                0.75755,                0.32108,                0.89052,                0.99727,                0.99367,                0.99492,                0.94183,                0.99512,                0.99154,                0.99475,                0.84586,                0.33032,                 0.4979,                0.21405,                0.84401,               0.005281,               0.005281,               0.005281
                    145,                 0.4866,                0.75478,                0.31815,                0.89006,                0.99715,                0.99339,                0.99494,                0.94264,                0.99496,                0.99106,                0.99477,                0.84706,                0.32971,                0.50142,                0.21416,                0.84291,               0.005248,               0.005248,               0.005248
                    146,                0.48303,                0.75403,                0.31812,                0.89428,                0.99707,                0.99378,                0.99493,                0.94349,                0.99493,                0.99164,                0.99475,                0.84771,                0.32879,                0.49781,                0.21231,                0.84158,               0.005215,               0.005215,               0.005215
                    147,                0.48917,                0.76307,                0.31972,                0.89385,                0.99647,                0.99359,                0.99491,                0.94451,                0.99513,                0.99213,                0.99479,                0.85003,                0.32765,                0.49342,                0.21094,                0.84224,               0.005182,               0.005182,               0.005182
                    148,                0.48789,                 0.7626,                0.32133,                0.89296,                0.99713,                  0.993,                 0.9949,                0.94389,                0.99594,                0.99126,                0.99474,                0.84918,                0.32763,                0.49582,                0.21123,                0.84138,               0.005149,               0.005149,               0.005149
                    149,                0.48623,                0.75547,                0.32008,                0.89106,                0.99729,                0.99475,                0.99491,                0.94409,                0.99591,                0.99279,                0.99467,                0.84868,                 0.3279,                0.49657,                0.21088,                0.84144,               0.005116,               0.005116,               0.005116
                    150,                0.48289,                0.75013,                0.31683,                0.89058,                 0.9973,                0.99475,                0.99492,                0.94488,                0.99479,                0.99223,                0.99468,                0.84895,                 0.3274,                0.49108,                0.21167,                0.84119,               0.005083,               0.005083,               0.005083
                    151,                0.48063,                 0.7483,                0.31718,                0.88917,                0.99606,                0.99436,                0.99493,                 0.9439,                0.99412,                0.99242,                0.99473,                0.84858,                0.32727,                0.48944,                0.21152,                0.84126,                0.00505,                0.00505,                0.00505
                    152,                0.48377,                0.75014,                0.31576,                0.88953,                0.99572,                0.99424,                0.99492,                0.94431,                0.99436,                0.99242,                0.99475,                 0.8498,                 0.3257,                0.49248,                0.21168,                0.84145,               0.005017,               0.005017,               0.005017
                    153,                0.48292,                0.75374,                0.31513,                0.88837,                0.99646,                 0.9932,                0.99489,                0.94419,                0.99469,                0.99223,                0.99468,                0.84868,                0.32506,                0.49145,                  0.212,                0.83994,               0.004984,               0.004984,               0.004984
                    154,                 0.4819,                0.74733,                0.31805,                0.89075,                0.99701,                0.99398,                0.99489,                0.94405,                0.99528,                0.99223,                0.99474,                0.84961,                0.32699,                0.49347,                0.21012,                0.84257,               0.004951,               0.004951,               0.004951
                    155,                0.47631,                0.73917,                0.31209,                0.88548,                0.99765,                0.99359,                0.99491,                 0.9444,                0.99588,                0.99184,                0.99473,                 0.8495,                0.32856,                0.49531,                0.21042,                0.84325,               0.004918,               0.004918,               0.004918
                    156,                0.47725,                0.74161,                0.31408,                0.88839,                0.99695,                0.99436,                0.99487,                0.94341,                0.99481,                0.99223,                0.99472,                0.84946,                0.32734,                0.49436,                0.20953,                0.84232,               0.004885,               0.004885,               0.004885
                    157,                0.47113,                0.73757,                0.30926,                0.88578,                0.99747,                0.99404,                0.99484,                0.94477,                0.99571,                0.99229,                0.99472,                0.84935,                  0.325,                0.49139,                0.20849,                 0.8416,               0.004852,               0.004852,               0.004852
                    158,                0.47729,                0.73954,                0.31287,                0.88706,                 0.9969,                0.99339,                0.99482,                0.94546,                0.99465,                0.99087,                 0.9945,                0.85072,                0.32545,                0.48967,                0.20818,                 0.8405,               0.004819,               0.004819,               0.004819
                    159,                0.46747,                0.73689,                0.30907,                0.88253,                0.99801,                0.99339,                0.99484,                 0.9452,                0.99622,                0.99087,                0.99455,                0.84983,                0.32472,                0.49027,                0.20868,                 0.8399,               0.004786,               0.004786,               0.004786
                    160,                 0.4707,                0.73297,                0.30933,                0.88379,                0.99688,                0.99416,                0.99487,                 0.9462,                0.99474,                0.99202,                 0.9945,                0.84993,                0.32497,                0.49124,                0.20906,                0.84017,               0.004753,               0.004753,               0.004753
                    161,                0.47169,                0.74224,                0.30878,                0.88408,                0.99688,                0.99424,                0.99487,                0.94551,                0.99513,                0.99251,                0.99456,                0.85033,                0.32574,                0.49025,                0.20883,                0.84095,                0.00472,                0.00472,                0.00472
                    162,                0.47359,                0.74389,                 0.3107,                0.88524,                0.99653,                0.99398,                0.99491,                0.94506,                0.99458,                0.99203,                0.99462,                0.85066,                0.32482,                0.48931,                0.20758,                0.84141,               0.004687,               0.004687,               0.004687
                    163,                0.47278,                0.73952,                0.30757,                0.88378,                0.99711,                0.99378,                0.99492,                0.94533,                0.99534,                0.99203,                0.99463,                 0.8504,                0.32327,                0.48889,                0.20575,                0.83955,               0.004654,               0.004654,               0.004654
                    164,                0.46669,                0.72799,                 0.3061,                0.88346,                0.99669,                0.99394,                 0.9949,                 0.9457,                0.99474,                0.99199,                0.99467,                 0.8494,                0.32356,                0.48767,                0.20609,                0.84079,               0.004621,               0.004621,               0.004621
                    165,                0.47524,                 0.7435,                0.31021,                0.88912,                 0.9975,                0.99359,                0.99484,                0.94656,                0.99591,                0.99184,                0.99466,                0.85127,                0.32166,                0.48632,                0.20502,                0.84014,               0.004588,               0.004588,               0.004588
                    166,                0.46879,                 0.7364,                0.30714,                0.88388,                0.99696,                0.99417,                0.99483,                0.94655,                0.99579,                  0.993,                0.99477,                0.85152,                0.31985,                 0.4882,                0.20542,                0.83871,               0.004555,               0.004555,               0.004555
                    167,                0.47525,                0.74217,                0.31031,                0.88842,                0.99737,                0.99436,                0.99483,                0.94755,                 0.9962,                 0.9932,                0.99474,                0.85193,                 0.3196,                0.48466,                0.20504,                0.83913,               0.004522,               0.004522,               0.004522
                    168,                0.47293,                0.74908,                0.30982,                0.88646,                0.99708,                0.99339,                0.99482,                0.94749,                 0.9961,                0.99207,                0.99449,                0.85286,                0.31939,                0.48361,                0.20536,                0.83941,               0.004489,               0.004489,               0.004489
                    169,                0.46875,                0.73483,                0.30735,                0.88555,                0.99688,                 0.9938,                0.99481,                0.94735,                0.99494,                0.99251,                 0.9945,                0.85309,                0.31992,                0.48183,                0.20496,                 0.8396,               0.004456,               0.004456,               0.004456
                    170,                0.46605,                0.72754,                0.30579,                0.88432,                0.99707,                0.99417,                0.99486,                0.94666,                  0.995,                0.99223,                0.99451,                0.85189,                 0.3208,                0.48255,                0.20443,                0.84014,               0.004423,               0.004423,               0.004423
                    171,                0.47015,                0.74192,                0.30746,                0.88651,                0.99688,                0.99457,                0.99488,                  0.947,                0.99494,                0.99263,                0.99448,                0.85237,                0.32023,                0.48247,                0.20326,                0.83965,                0.00439,                0.00439,                0.00439
                    172,                0.46944,                0.73405,                0.30676,                0.88253,                 0.9965,                0.99487,                0.99489,                0.94776,                0.99455,                0.99287,                0.99442,                0.85262,                0.31948,                0.48325,                0.20372,                0.83933,               0.004357,               0.004357,               0.004357
                    173,                0.46646,                0.72808,                0.30483,                0.88548,                0.99655,                0.99475,                0.99489,                0.94759,                0.99447,                0.99262,                0.99434,                0.85234,                0.31938,                0.48608,                0.20331,                0.83873,               0.004324,               0.004324,               0.004324
                    174,                0.46854,                0.73747,                0.30346,                0.88341,                0.99688,                0.99435,                0.99489,                0.94788,                0.99471,                0.99203,                0.99437,                0.85166,                0.31906,                0.48352,                 0.2038,                0.83963,               0.004291,               0.004291,               0.004291
                    175,                0.46492,                0.73545,                0.30445,                0.88459,                0.99681,                0.99475,                0.99488,                0.94733,                0.99487,                0.99281,                0.99447,                0.85185,                0.31886,                0.48385,                0.20352,                0.83987,               0.004258,               0.004258,               0.004258
                    176,                0.45249,                0.71156,                0.29486,                 0.8812,                0.99688,                0.99462,                0.99489,                0.94768,                0.99536,                0.99262,                0.99446,                0.85178,                0.31814,                0.48328,                0.20281,                0.83995,               0.004225,               0.004225,               0.004225
                    177,                0.45935,                0.72506,                0.29892,                0.88161,                0.99704,                0.99475,                0.99489,                0.94794,                 0.9947,                0.99242,                0.99437,                0.85219,                0.31847,                 0.4834,                0.20156,                0.84075,               0.004192,               0.004192,               0.004192
                    178,                0.46528,                 0.7298,                0.30577,                0.88239,                0.99688,                 0.9949,                0.99489,                0.94805,                0.99474,                0.99276,                0.99434,                0.85205,                0.31659,                0.48411,                0.20135,                0.83944,               0.004159,               0.004159,               0.004159
                    179,                0.45971,                 0.7255,                0.30119,                0.88288,                0.99733,                0.99281,                0.99488,                0.94794,                0.99629,                0.99047,                0.99439,                0.85313,                0.31576,                0.48361,                0.20075,                0.83897,               0.004126,               0.004126,               0.004126
                    180,                0.46045,                0.72378,                0.29881,                0.88218,                0.99707,                0.99335,                0.99487,                0.94847,                0.99629,                 0.9908,                0.99439,                0.85206,                0.31498,                0.48309,                0.20076,                0.83835,               0.004093,               0.004093,               0.004093
                    181,                0.46066,                 0.7184,                0.30436,                0.88249,                0.99688,                0.99426,                0.99486,                0.94812,                0.99513,                0.99252,                 0.9944,                0.85299,                0.31452,                 0.4818,                0.20029,                 0.8378,                0.00406,                0.00406,                0.00406
                    182,                0.45852,                0.72099,                0.30023,                0.88066,                0.99688,                0.99446,                0.99487,                 0.9493,                0.99486,                0.99281,                0.99436,                0.85235,                 0.3143,                0.48092,                0.20065,                  0.838,               0.004027,               0.004027,               0.004027
                    183,                0.45856,                0.71814,                0.30019,                0.88116,                0.99708,                0.99404,                0.99488,                0.94919,                0.99642,                0.99203,                 0.9944,                0.85227,                0.31326,                0.48081,                0.19973,                0.83713,               0.003994,               0.003994,               0.003994
                    184,                 0.4515,                0.71165,                0.29697,                0.87919,                0.99785,                0.99432,                0.99489,                0.94889,                0.99629,                 0.9927,                0.99448,                0.85311,                0.31355,                0.48047,                0.19984,                0.83738,               0.003961,               0.003961,               0.003961
                    185,                0.45998,                 0.7253,                0.29919,                0.88173,                0.99743,                0.99456,                0.99489,                0.94896,                0.99591,                0.99267,                0.99454,                0.85366,                0.31386,                0.48095,                0.19925,                0.83779,               0.003928,               0.003928,               0.003928
                    186,                  0.457,                0.72054,                0.29999,                0.88022,                0.99766,                0.99433,                 0.9949,                0.94897,                0.99558,                0.99203,                0.99454,                 0.8535,                0.31407,                0.48052,                0.19932,                0.83836,               0.003895,               0.003895,               0.003895
                    187,                0.45186,                0.70963,                0.29873,                0.87947,                 0.9965,                0.99529,                 0.9949,                0.94938,                0.99526,                0.99184,                0.99455,                0.85422,                0.31422,                0.48071,                0.19919,                0.83908,               0.003862,               0.003862,               0.003862
                    188,                0.45675,                0.71635,                0.29801,                0.88121,                0.99756,                0.99398,                0.99487,                  0.949,                0.99648,                0.99114,                0.99459,                0.85435,                0.31378,                0.48021,                0.19829,                0.83887,               0.003829,               0.003829,               0.003829
                    189,                0.45628,                0.71316,                0.29803,                0.87969,                 0.9965,                0.99484,                0.99486,                0.94883,                0.99661,                0.99126,                0.99462,                0.85415,                0.31338,                0.47964,                 0.1982,                0.83825,               0.003796,               0.003796,               0.003796
                    190,                0.45234,                0.70565,                0.29574,                0.87811,                0.99695,                0.99436,                0.99486,                 0.9493,                 0.9946,                0.99203,                0.99455,                0.85519,                0.31285,                0.47959,                0.19771,                0.83811,               0.003763,               0.003763,               0.003763
                    191,                0.45114,                0.70369,                0.29707,                0.87823,                0.99667,                0.99456,                0.99487,                0.94958,                0.99451,                0.99242,                0.99457,                0.85429,                0.31247,                0.47936,                0.19753,                0.83748,                0.00373,                0.00373,                0.00373
                    192,                 0.4556,                 0.7178,                0.29578,                0.88017,                0.99591,                0.99475,                0.99489,                0.94962,                0.99357,                0.99242,                0.99461,                0.85418,                0.31233,                0.47927,                0.19697,                  0.837,               0.003697,               0.003697,               0.003697
                    193,                0.45581,                0.71988,                0.29741,                0.87931,                0.99611,                0.99438,                0.99489,                0.94907,                0.99377,                0.99205,                0.99456,                0.85482,                0.31224,                0.47847,                0.19625,                0.83718,               0.003664,               0.003664,               0.003664
                    194,                 0.4502,                0.70242,                0.29413,                0.87759,                0.99582,                0.99436,                0.99489,                0.94897,                0.99348,                0.99203,                0.99456,                0.85507,                0.31244,                0.47787,                0.19556,                0.83723,               0.003631,               0.003631,               0.003631
                    195,                0.44881,                0.70396,                0.29384,                0.87564,                0.99669,                0.99397,                0.99489,                0.94941,                0.99435,                0.99164,                0.99449,                0.85522,                0.31215,                0.47702,                 0.1955,                0.83688,               0.003598,               0.003598,               0.003598
                    196,                0.45404,                0.71833,                0.29796,                0.87961,                0.99607,                0.99436,                 0.9949,                0.94936,                0.99373,                0.99203,                0.99451,                 0.8553,                0.31133,                0.47706,                0.19579,                 0.8358,               0.003565,               0.003565,               0.003565
                    197,                0.45056,                0.71601,                0.29398,                0.87701,                 0.9963,                0.99408,                0.99489,                 0.9495,                0.99357,                0.99136,                0.99448,                0.85552,                0.31103,                0.47639,                0.19591,                0.83518,               0.003532,               0.003532,               0.003532
                    198,                0.44914,                0.70348,                0.29497,                 0.8756,                0.99665,                0.99417,                0.99489,                0.94941,                0.99451,                0.99203,                0.99454,                0.85631,                0.31019,                0.47651,                0.19566,                0.83441,               0.003499,               0.003499,               0.003499
                    199,                0.45018,                0.70475,                  0.296,                0.88002,                0.99688,                0.99384,                0.99488,                0.95003,                0.99454,                0.99151,                0.99451,                0.85602,                0.30973,                0.47526,                0.19567,                0.83427,               0.003466,               0.003466,               0.003466
                    200,                0.44686,                0.69987,                0.29191,                0.87968,                0.99668,                0.99359,                0.99488,                0.94993,                0.99434,                0.99126,                0.99449,                0.85649,                 0.3095,                0.47497,                0.19579,                0.83406,               0.003433,               0.003433,               0.003433
                    201,                0.42219,                0.67166,                0.27746,                0.86898,                0.99503,                0.99495,                0.99488,                0.95038,                0.99377,                0.99139,                0.99449,                0.85651,                 0.3095,                0.47463,                0.19566,                 0.8343,                 0.0034,                 0.0034,                 0.0034
                    202,                0.42873,                0.68056,                0.27969,                0.86937,                0.99688,                0.99333,                0.99488,                0.95017,                0.99454,                0.99066,                 0.9945,                0.85694,                0.30964,                0.47486,                0.19547,                0.83468,               0.003367,               0.003367,               0.003367
                    203,                0.41404,                0.66136,                0.27308,                0.86633,                0.99699,                0.99339,                0.99488,                0.95042,                 0.9957,                0.99047,                0.99449,                0.85651,                0.30959,                0.47514,                0.19515,                0.83478,               0.003334,               0.003334,               0.003334
                    204,                0.41639,                0.66609,                0.27583,                0.86533,                 0.9963,                0.99403,                0.99488,                0.95031,                0.99377,                0.99151,                0.99446,                0.85677,                0.30962,                0.47566,                0.19512,                0.83464,               0.003301,               0.003301,               0.003301
                    205,                0.43412,                0.68643,                0.28601,                0.87015,                 0.9963,                0.99421,                0.99487,                0.95029,                0.99486,                0.99048,                0.99448,                0.85731,                0.30942,                 0.4756,                0.19501,                0.83439,               0.003268,               0.003268,               0.003268
                    206,                0.42892,                0.68469,                0.28119,                 0.8708,                0.99736,                0.99378,                0.99485,                0.95077,                0.99507,                0.99126,                0.99448,                0.85671,                0.30904,                0.47569,                0.19495,                0.83412,               0.003235,               0.003235,               0.003235
                    207,                0.42831,                0.68062,                 0.2802,                0.87073,                 0.9968,                0.99417,                0.99484,                0.95068,                0.99565,                0.99126,                0.99458,                0.85709,                0.30921,                0.47532,                  0.195,                0.83468,               0.003202,               0.003202,               0.003202
                    208,                0.42903,                0.67469,                0.28334,                0.87182,                0.99805,                0.99317,                0.99485,                0.95059,                0.99578,                0.99087,                0.99458,                0.85663,                0.30937,                0.47538,                0.19417,                 0.8353,               0.003169,               0.003169,               0.003169
                    209,                0.42891,                0.67756,                0.28167,                0.86926,                0.99719,                0.99398,                0.99486,                0.95066,                0.99551,                0.99153,                 0.9946,                0.85707,                0.30919,                0.47495,                0.19381,                0.83559,               0.003136,               0.003136,               0.003136
                    210,                0.42789,                0.67874,                0.28189,                0.86939,                0.99727,                0.99436,                0.99487,                0.95114,                0.99563,                0.99184,                 0.9946,                0.85666,                0.30908,                 0.4753,                0.19366,                0.83566,               0.003103,               0.003103,               0.003103
                    211,                0.42117,                0.67317,                0.27748,                0.86877,                0.99746,                0.99364,                0.99488,                0.95101,                0.99551,                0.99169,                0.99463,                0.85694,                0.30916,                  0.475,                0.19375,                0.83618,                0.00307,                0.00307,                0.00307
                    212,                0.42955,                0.68449,                  0.281,                 0.8704,                0.99727,                0.99388,                0.99488,                0.95099,                0.99532,                0.99194,                0.99465,                 0.8572,                0.30932,                0.47591,                0.19383,                0.83649,               0.003037,               0.003037,               0.003037
                    213,                0.42919,                0.68057,                0.28102,                0.87005,                0.99746,                0.99387,                0.99488,                0.95079,                0.99551,                0.99192,                0.99464,                0.85682,                0.30914,                0.47594,                0.19356,                0.83692,               0.003004,               0.003004,               0.003004
                    214,                0.42375,                0.67122,                0.27967,                0.86882,                0.99708,                 0.9945,                0.99488,                0.95046,                0.99532,                0.99275,                0.99466,                0.85764,                 0.3089,                0.47586,                0.19325,                0.83685,               0.002971,               0.002971,               0.002971
                    215,                0.42736,                0.67874,                 0.2797,                0.87002,                 0.9965,                0.99477,                0.99488,                0.95046,                0.99571,                0.99182,                0.99465,                0.85714,                0.30862,                 0.4762,                 0.1935,                0.83681,               0.002938,               0.002938,               0.002938
                    216,                0.42768,                 0.6761,                0.28082,                0.86913,                 0.9963,                0.99496,                0.99488,                0.95145,                0.99436,                0.99271,                0.99464,                0.85734,                0.30817,                0.47569,                0.19339,                0.83624,               0.002905,               0.002905,               0.002905
                    217,                0.42521,                0.67437,                 0.2791,                0.86824,                0.99704,                0.99456,                0.99489,                0.95074,                0.99552,                0.99223,                0.99463,                0.85765,                0.30814,                0.47583,                0.19324,                0.83632,               0.002872,               0.002872,               0.002872
                    218,                0.42363,                0.67081,                0.27913,                0.86875,                0.99709,                0.99398,                0.99489,                0.95083,                0.99552,                0.99222,                0.99462,                0.85811,                0.30801,                0.47535,                0.19286,                0.83629,               0.002839,               0.002839,               0.002839
