                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    111,                0.54094,                0.87786,                0.35392,                0.91446,                0.99007,                0.99406,                0.98798,                0.93699,                0.98992,                 0.9939,                0.98829,                 0.8556,                0.34586,                0.50546,                0.21514,                 0.8321,               0.007822,               0.007822,               0.007822
                    112,                0.53513,                0.86856,                0.35291,                0.91415,                0.99007,                0.99397,                0.98801,                0.93715,                0.99007,                0.99397,                0.98828,                0.85561,                0.34553,                 0.5052,                  0.215,                0.83204,              0.0078022,              0.0078022,              0.0078022
                    113,                0.53655,                  0.877,                0.35324,                0.91292,                0.99007,                0.99396,                0.98803,                0.93723,                0.98998,                0.99387,                0.98831,                0.85558,                 0.3453,                0.50487,                0.21475,                0.83195,              0.0077824,              0.0077824,              0.0077824
                    114,                0.53853,                0.87792,                0.35282,                0.91455,                0.99007,                0.99395,                0.98803,                0.93732,                0.99007,                0.99395,                0.98828,                 0.8559,                0.34509,                0.50459,                0.21457,                0.83185,              0.0077626,              0.0077626,              0.0077626
                    115,                0.53871,                0.87864,                0.35331,                 0.9151,                0.99016,                0.99389,                 0.9881,                 0.9371,                0.99007,                 0.9938,                0.98828,                0.85586,                0.34485,                0.50444,                0.21433,                0.83176,              0.0077428,              0.0077428,              0.0077428
                    116,                0.53692,                0.86862,                0.35243,                0.91469,                0.99025,                 0.9939,                0.98816,                0.93727,                0.99016,                0.99381,                0.98833,                0.85611,                0.34462,                0.50417,                0.21435,                0.83168,               0.007723,               0.007723,               0.007723
                    117,                0.53564,                0.86687,                0.35307,                 0.9141,                0.99028,                0.99381,                0.98809,                0.93718,                0.99018,                0.99372,                0.98832,                0.85647,                0.34433,                0.50394,                0.21414,                0.83152,              0.0077032,              0.0077032,              0.0077032
                    118,                0.53269,                 0.8647,                0.35041,                0.91268,                0.99029,                0.99381,                0.98807,                0.93737,                0.99028,                0.99381,                 0.9883,                0.85663,                0.34418,                0.50369,                0.21389,                0.83142,              0.0076834,              0.0076834,              0.0076834
                    119,                0.53526,                0.87849,                0.35049,                0.91228,                 0.9902,                0.99381,                0.98812,                0.93752,                 0.9902,                0.99381,                0.98831,                 0.8567,                0.34408,                0.50358,                0.21381,                0.83138,              0.0076636,              0.0076636,              0.0076636
                    120,                0.53175,                0.86658,                0.34929,                0.91383,                0.99024,                0.99381,                0.98813,                0.93753,                0.99024,                0.99381,                0.98834,                 0.8569,                0.34383,                0.50312,                0.21371,                0.83125,              0.0076438,              0.0076438,              0.0076438
                    121,                0.53417,                0.87146,                0.35099,                0.91275,                0.99014,                0.99381,                0.98811,                0.93766,                0.99014,                0.99381,                0.98834,                0.85711,                0.34363,                0.50298,                 0.2136,                0.83115,               0.007624,               0.007624,               0.007624
                    122,                0.53666,                0.87765,                0.35349,                 0.9157,                0.99026,                 0.9939,                0.98816,                0.93766,                0.99017,                0.99381,                0.98835,                0.85711,                0.34343,                0.50285,                0.21361,                 0.8311,              0.0076042,              0.0076042,              0.0076042
                    123,                0.53659,                0.87933,                0.35162,                0.91514,                0.99011,                 0.9939,                0.98816,                0.93806,                0.99002,                0.99381,                0.98833,                0.85722,                0.34331,                0.50265,                0.21354,                0.83107,              0.0075844,              0.0075844,              0.0075844
                    124,                0.53383,                0.86684,                0.35082,                0.91289,                0.99011,                 0.9939,                0.98817,                0.93798,                0.99002,                0.99381,                0.98834,                0.85742,                0.34308,                0.50257,                0.21352,                0.83092,              0.0075646,              0.0075646,              0.0075646
                    125,                0.53324,                0.86958,                0.35096,                0.91194,                0.99014,                0.99399,                0.98814,                0.93808,                0.99005,                 0.9939,                0.98835,                0.85716,                0.34292,                0.50247,                0.21336,                0.83083,              0.0075448,              0.0075448,              0.0075448
                    126,                0.52876,                0.85879,                0.34683,                0.91019,                0.99018,                0.99407,                0.98807,                0.93794,                0.99012,                 0.9939,                0.98837,                0.85705,                0.34268,                0.50226,                0.21347,                0.83071,               0.007525,               0.007525,               0.007525
                    127,                0.53657,                 0.8765,                0.35201,                0.91409,                0.99025,                0.99413,                0.98807,                0.93803,                0.99008,                 0.9939,                0.98837,                0.85712,                0.34255,                 0.5022,                0.21328,                0.83068,              0.0075052,              0.0075052,              0.0075052
                    128,                0.52939,                0.85606,                0.34717,                0.91119,                0.99008,                0.99411,                0.98806,                0.93821,                0.98998,                0.99387,                0.98838,                0.85731,                0.34227,                0.50183,                0.21318,                0.83055,              0.0074854,              0.0074854,              0.0074854
                    129,                0.53272,                0.86197,                0.34897,                0.91323,                0.98999,                0.99409,                 0.9881,                0.93822,                0.98993,                0.99399,                0.98841,                0.85719,                0.34209,                0.50161,                0.21297,                0.83049,              0.0074656,              0.0074656,              0.0074656
                    130,                0.52862,                0.85836,                0.34672,                0.91071,                0.99003,                0.99407,                0.98811,                0.93849,                0.98998,                0.99399,                0.98843,                 0.8574,                0.34193,                0.50141,                0.21286,                0.83041,              0.0074458,              0.0074458,              0.0074458
                    131,                0.53588,                0.87613,                0.35054,                0.91394,                0.99011,                0.99407,                0.98811,                0.93875,                0.99006,                0.99399,                0.98842,                0.85752,                 0.3417,                 0.5011,                0.21279,                0.83028,               0.007426,               0.007426,               0.007426
                    132,                0.52698,                 0.8556,                 0.3456,                 0.9105,                0.98999,                0.99408,                0.98812,                0.93879,                0.99006,                0.99399,                0.98843,                0.85779,                0.34156,                0.50076,                0.21275,                0.83018,              0.0074062,              0.0074062,              0.0074062
                    133,                 0.5308,                0.86715,                0.34614,                0.91039,                 0.9901,                0.99407,                 0.9881,                0.93887,                0.99009,                0.99399,                0.98843,                0.85796,                0.34129,                 0.5003,                0.21262,                0.83007,              0.0073864,              0.0073864,              0.0073864
                    134,                0.52812,                0.85695,                0.34445,                0.90966,                0.99016,                0.99415,                0.98814,                0.93885,                0.99009,                0.99399,                0.98847,                0.85816,                0.34113,                 0.5006,                0.21241,                0.83002,              0.0073666,              0.0073666,              0.0073666
                    135,                0.52983,                0.85788,                0.34537,                0.91113,                0.99017,                0.99444,                 0.9881,                0.93875,                0.99018,                0.99399,                0.98843,                0.85804,                0.34101,                0.50047,                0.21249,                0.82998,              0.0073468,              0.0073468,              0.0073468
                    136,                0.52844,                0.86138,                0.34575,                0.91025,                0.99025,                0.99436,                0.98811,                0.93898,                0.99025,                0.99436,                0.98845,                0.85816,                0.34076,                0.50026,                0.21245,                0.82987,               0.007327,               0.007327,               0.007327
                    137,                0.52824,                 0.8595,                0.34598,                0.91066,                0.99026,                0.99444,                0.98814,                0.93926,                0.99026,                0.99444,                0.98847,                 0.8582,                0.34062,                0.50002,                0.21239,                0.82982,              0.0073072,              0.0073072,              0.0073072
                    138,                0.52637,                0.85581,                0.34541,                0.90892,                0.99026,                0.99443,                0.98814,                0.93915,                0.99026,                0.99443,                0.98848,                0.85826,                0.34059,                0.49929,                0.21227,                0.82983,              0.0072874,              0.0072874,              0.0072874
                    139,                0.53041,                 0.8688,                0.34788,                0.91203,                0.99035,                0.99443,                0.98814,                0.93922,                0.99035,                0.99443,                0.98846,                0.85805,                0.34039,                0.49926,                0.21221,                0.82975,              0.0072676,              0.0072676,              0.0072676
                    140,                0.52618,                0.86018,                0.34546,                0.90953,                0.99026,                0.99464,                0.98813,                0.93924,                0.99035,                0.99473,                0.98845,                0.85833,                0.34008,                0.49897,                0.21207,                0.82959,              0.0072478,              0.0072478,              0.0072478
                    141,                0.52365,                 0.8558,                0.34235,                0.90884,                0.99043,                0.99461,                0.98814,                0.93931,                0.99035,                0.99452,                0.98844,                0.85832,                0.33983,                0.49881,                0.21169,                0.82946,               0.007228,               0.007228,               0.007228
                    142,                0.52386,                   0.85,                0.34318,                0.90883,                0.99043,                0.99461,                0.98813,                 0.9393,                0.99043,                0.99462,                0.98846,                0.85822,                0.33955,                 0.4986,                0.21157,                0.82935,              0.0072082,              0.0072082,              0.0072082
                    143,                0.52595,                 0.8601,                0.34366,                0.91013,                0.99032,                0.99452,                0.98813,                0.93942,                0.99026,                0.99446,                0.98847,                0.85833,                0.33937,                 0.4983,                0.21146,                0.82924,              0.0071884,              0.0071884,              0.0071884
                    144,                0.52667,                0.86366,                0.34348,                0.91101,                0.99031,                0.99461,                0.98815,                0.93948,                0.99026,                0.99456,                0.98846,                0.85872,                0.33911,                 0.4982,                0.21141,                0.82916,              0.0071686,              0.0071686,              0.0071686
                    145,                 0.5201,                0.84524,                0.34015,                0.90619,                0.99046,                0.99452,                0.98817,                 0.9396,                0.99043,                 0.9945,                 0.9885,                0.85862,                0.33893,                0.49806,                0.21129,                0.82905,              0.0071488,              0.0071488,              0.0071488
                    146,                0.52277,                0.85957,                0.34393,                0.90802,                0.99046,                0.99452,                0.98817,                0.93968,                0.99043,                0.99449,                 0.9885,                0.85913,                0.33861,                0.49762,                0.21108,                0.82898,               0.007129,               0.007129,               0.007129
                    147,                0.52455,                0.85784,                0.34409,                0.90811,                0.99046,                0.99452,                 0.9882,                0.93979,                0.99037,                0.99443,                0.98852,                 0.8591,                0.33846,                0.49721,                0.21093,                0.82882,              0.0071092,              0.0071092,              0.0071092
                    148,                0.51856,                0.84275,                0.33951,                0.90592,                0.99043,                0.99452,                0.98825,                0.93989,                0.99043,                0.99453,                0.98857,                0.85912,                0.33829,                0.49682,                 0.2109,                0.82874,              0.0070894,              0.0070894,              0.0070894
                    149,                0.52627,                0.85838,                0.34295,                0.90901,                0.99061,                0.99438,                0.98826,                0.93996,                0.99061,                0.99443,                0.98856,                0.85904,                0.33817,                0.49679,                0.21091,                 0.8287,              0.0070696,              0.0070696,              0.0070696
                    150,                0.52192,                0.84756,                0.34008,                0.90692,                0.99057,                0.99443,                0.98831,                0.94026,                0.99049,                0.99461,                0.98863,                0.85875,                0.33812,                0.49727,                0.21092,                0.82866,              0.0070498,              0.0070498,              0.0070498
                    151,                0.52181,                0.86078,                0.34172,                0.90797,                0.99052,                0.99461,                0.98829,                0.94024,                0.99052,                0.99461,                0.98858,                0.85882,                0.33804,                0.49619,                0.21111,                0.82859,                0.00703,                0.00703,                0.00703
                    152,                0.52325,                 0.8566,                0.34233,                0.90809,                0.99052,                0.99465,                0.98829,                0.94047,                0.99052,                 0.9947,                0.98858,                0.85913,                0.33785,                0.49688,                0.21105,                 0.8285,              0.0070102,              0.0070102,              0.0070102
                    153,                0.52215,                0.85288,                0.34162,                0.90805,                0.99052,                0.99465,                0.98826,                0.94043,                0.99052,                0.99472,                0.98856,                0.85919,                0.33767,                0.49657,                0.21094,                0.82838,              0.0069904,              0.0069904,              0.0069904
                    154,                0.52134,                 0.8556,                0.34293,                0.90993,                0.99052,                0.99463,                0.98825,                0.94044,                0.99052,                0.99474,                0.98855,                 0.8593,                0.33739,                0.49655,                 0.2107,                0.82825,              0.0069706,              0.0069706,              0.0069706
                    155,                0.52316,                0.85143,                0.34075,                0.90872,                0.99052,                0.99463,                0.98823,                0.94035,                0.99052,                0.99475,                0.98855,                0.85926,                0.33723,                0.49635,                0.21066,                0.82816,              0.0069508,              0.0069508,              0.0069508
                    156,                0.52398,                0.85402,                0.34118,                0.90856,                 0.9907,                 0.9945,                0.98825,                0.94073,                0.99052,                0.99476,                0.98857,                0.85963,                0.33697,                0.49617,                0.21056,                0.82807,               0.006931,               0.006931,               0.006931
                    157,                0.51736,                0.83965,                0.33911,                0.90704,                0.99037,                 0.9947,                0.98829,                0.94059,                0.99046,                0.99479,                0.98861,                0.85962,                0.33681,                0.49594,                0.21054,                0.82808,              0.0069112,              0.0069112,              0.0069112
                    158,                0.52236,                0.85088,                0.34189,                0.90906,                0.99031,                 0.9947,                0.98827,                0.94104,                 0.9904,                0.99479,                0.98859,                0.85934,                0.33659,                0.49575,                0.21053,                0.82804,              0.0068914,              0.0068914,              0.0068914
                    159,                0.52155,                0.85435,                0.34049,                0.90717,                0.99032,                 0.9947,                0.98826,                0.94082,                0.99041,                0.99479,                0.98857,                0.85957,                0.33651,                0.49559,                0.21028,                0.82804,              0.0068716,              0.0068716,              0.0068716
                    160,                0.52119,                0.85088,                0.33981,                0.90694,                0.99035,                0.99464,                0.98827,                0.94121,                0.99044,                0.99473,                0.98859,                0.85963,                0.33628,                0.49543,                0.21009,                0.82798,              0.0068518,              0.0068518,              0.0068518
                    161,                0.51618,                0.84142,                0.33793,                0.90527,                0.99039,                0.99461,                0.98825,                0.94084,                0.99048,                 0.9947,                0.98857,                 0.8596,                0.33622,                0.49527,                0.21008,                0.82789,               0.006832,               0.006832,               0.006832
                    162,                0.51656,                 0.8472,                0.33941,                0.90584,                0.99035,                0.99481,                0.98825,                0.94103,                0.99053,                0.99498,                0.98857,                0.85974,                0.33599,                0.49527,                 0.2099,                0.82777,              0.0068122,              0.0068122,              0.0068122
                    163,                0.51495,                0.83747,                0.33765,                0.90622,                0.99037,                 0.9947,                0.98822,                0.94069,                0.99055,                0.99488,                0.98855,                0.85959,                0.33588,                0.49527,                0.20995,                0.82775,              0.0067924,              0.0067924,              0.0067924
                    164,                0.51274,                 0.8388,                0.33609,                0.90461,                0.99041,                 0.9947,                0.98828,                0.94114,                 0.9905,                0.99479,                0.98859,                0.85976,                0.33581,                0.49497,                0.21004,                0.82775,              0.0067726,              0.0067726,              0.0067726
                    165,                0.51442,                 0.8349,                0.33601,                0.90408,                0.99053,                 0.9947,                0.98825,                0.94102,                0.99053,                 0.9947,                0.98855,                0.85966,                0.33569,                0.49412,                0.20974,                0.82775,              0.0067528,              0.0067528,              0.0067528
                    166,                0.51583,                0.83795,                0.33679,                0.90504,                0.99058,                 0.9947,                 0.9882,                0.94118,                0.99058,                 0.9947,                0.98846,                0.85987,                0.33552,                0.49386,                0.20953,                0.82772,               0.006733,               0.006733,               0.006733
                    167,                0.51687,                0.83915,                0.33756,                0.90455,                0.99057,                0.99461,                0.98822,                0.94117,                0.99057,                0.99461,                0.98852,                0.85983,                0.33536,                 0.4938,                0.20938,                0.82765,              0.0067132,              0.0067132,              0.0067132
                    168,                0.51883,                 0.8518,                0.34011,                0.90728,                0.99057,                 0.9947,                0.98822,                0.94132,                0.99057,                 0.9947,                0.98852,                0.85971,                0.33511,                0.49443,                0.20915,                0.82757,              0.0066934,              0.0066934,              0.0066934
                    169,                0.51295,                 0.8298,                0.33418,                0.90297,                0.99059,                 0.9947,                0.98823,                0.94133,                 0.9905,                0.99461,                0.98852,                0.85988,                0.33498,                0.49354,                 0.2091,                0.82743,              0.0066736,              0.0066736,              0.0066736
                    170,                0.51207,                0.83807,                0.33691,                0.90349,                0.99052,                0.99464,                0.98824,                 0.9414,                0.99052,                0.99464,                0.98854,                0.85993,                0.33506,                0.49419,                0.20899,                0.82747,              0.0066538,              0.0066538,              0.0066538
                    171,                0.51539,                0.84475,                0.33766,                0.90525,                0.99061,                0.99479,                0.98824,                0.94128,                0.99061,                0.99479,                0.98853,                0.86009,                0.33482,                0.49413,                  0.209,                0.82735,               0.006634,               0.006634,               0.006634
                    172,                0.51073,                0.82891,                0.33436,                0.90234,                0.99061,                0.99487,                0.98823,                0.94131,                0.99061,                0.99487,                0.98852,                 0.8603,                0.33469,                 0.4943,                0.20885,                0.82731,              0.0066142,              0.0066142,              0.0066142
                    173,                 0.5125,                  0.834,                0.33523,                0.90233,                0.99056,                0.99479,                0.98825,                 0.9416,                0.99047,                 0.9947,                0.98854,                0.86024,                0.33458,                 0.4936,                 0.2089,                0.82727,              0.0065944,              0.0065944,              0.0065944
                    174,                0.51822,                0.84768,                0.33826,                0.90807,                0.99085,                0.99461,                0.98825,                0.94148,                0.99067,                0.99443,                0.98854,                0.86038,                0.33456,                 0.4935,                0.20895,                0.82726,              0.0065746,              0.0065746,              0.0065746
                    175,                 0.5149,                0.84479,                0.33648,                0.90413,                0.99061,                0.99467,                0.98819,                0.94166,                0.99043,                0.99449,                0.98849,                0.86013,                0.33443,                0.49318,                 0.2088,                0.82715,              0.0065548,              0.0065548,              0.0065548
                    176,                0.51554,                0.83888,                0.33634,                0.90611,                 0.9907,                0.99455,                0.98823,                0.94183,                0.99052,                0.99442,                0.98852,                0.86018,                0.33417,                 0.4929,                0.20856,                0.82705,               0.006535,               0.006535,               0.006535
                    177,                0.50958,                0.82741,                 0.3327,                0.90159,                0.99071,                0.99443,                0.98822,                0.94178,                0.99052,                0.99436,                0.98851,                0.86031,                0.33398,                0.49284,                0.20844,                0.82693,              0.0065152,              0.0065152,              0.0065152
                    178,                0.50945,                0.83229,                0.33211,                0.90294,                0.99072,                0.99443,                0.98822,                0.94193,                0.99052,                0.99425,                 0.9885,                0.86031,                0.33382,                0.49269,                0.20838,                0.82686,              0.0064954,              0.0064954,              0.0064954
                    179,                0.51028,                0.82771,                0.33268,                0.90238,                 0.9907,                0.99447,                0.98823,                0.94209,                0.99052,                0.99429,                0.98852,                0.86026,                0.33362,                0.49245,                0.20827,                0.82678,              0.0064756,              0.0064756,              0.0064756
                    180,                0.51178,                0.83315,                0.33458,                0.90407,                0.99067,                0.99443,                 0.9882,                0.94214,                0.99055,                0.99434,                0.98849,                0.86029,                0.33341,                0.49245,                0.20802,                0.82665,              0.0064558,              0.0064558,              0.0064558
                    181,                0.50991,                0.82981,                0.33406,                0.90295,                0.99044,                0.99475,                0.98817,                0.94215,                0.99034,                0.99434,                0.98845,                0.86059,                0.33309,                0.49227,                0.20795,                0.82648,               0.006436,               0.006436,               0.006436
                    182,                0.51107,                0.83889,                 0.3335,                0.90252,                0.99043,                0.99464,                0.98818,                0.94234,                0.99026,                0.99434,                0.98847,                0.86062,                0.33291,                0.49222,                0.20777,                 0.8264,              0.0064162,              0.0064162,              0.0064162
                    183,                0.50394,                0.82041,                 0.3302,                0.89965,                0.99014,                0.99497,                0.98813,                0.94232,                0.99026,                0.99434,                0.98842,                0.86058,                0.33274,                0.49205,                0.20767,                0.82627,              0.0063964,              0.0063964,              0.0063964
                    184,                0.51386,                0.83618,                0.33518,                0.90456,                0.99043,                0.99466,                0.98813,                0.94235,                0.99023,                0.99434,                0.98842,                0.86054,                0.33256,                0.49194,                0.20767,                0.82617,              0.0063766,              0.0063766,              0.0063766
                    185,                0.51305,                0.84088,                0.33579,                0.90411,                0.99045,                0.99461,                0.98815,                0.94246,                0.99018,                0.99434,                0.98844,                0.86071,                0.33242,                0.49278,                0.20765,                0.82606,              0.0063568,              0.0063568,              0.0063568
                    186,                 0.5056,                0.82623,                0.33026,                0.90069,                0.99035,                0.99462,                0.98816,                0.94256,                0.98999,                0.99463,                0.98844,                0.86095,                0.33238,                  0.492,                0.20755,                0.82605,               0.006337,               0.006337,               0.006337
                    187,                 0.5049,                0.81952,                0.32958,                0.90048,                 0.9907,                0.99426,                0.98815,                0.94268,                0.98973,                0.99483,                0.98844,                  0.861,                0.33226,                0.49159,                0.20749,                  0.826,              0.0063172,              0.0063172,              0.0063172
                    188,                0.51046,                0.83667,                0.33419,                0.90395,                 0.9907,                0.99415,                0.98814,                0.94274,                0.98982,                0.99466,                0.98843,                0.86088,                0.33204,                0.49125,                0.20734,                0.82596,              0.0062974,              0.0062974,              0.0062974
                    189,                 0.5071,                0.82428,                 0.3311,                0.90066,                 0.9907,                0.99429,                0.98817,                0.94258,                0.98981,                0.99459,                0.98847,                  0.861,                0.33197,                0.49102,                0.20722,                0.82594,              0.0062776,              0.0062776,              0.0062776
                    190,                0.50647,                0.82803,                0.33235,                0.90133,                 0.9907,                0.99429,                0.98822,                 0.9429,                0.98983,                0.99443,                0.98852,                 0.8611,                0.33185,                 0.4907,                0.20716,                0.82597,              0.0062578,              0.0062578,              0.0062578
                    191,                0.50888,                0.83456,                0.33396,                0.90383,                 0.9907,                0.99431,                0.98821,                0.94286,                0.98979,                0.99443,                0.98848,                0.86109,                0.33175,                0.49057,                0.20705,                0.82599,               0.006238,               0.006238,               0.006238
                    192,                0.50536,                0.82882,                 0.3322,                0.90127,                0.99072,                0.99425,                0.98822,                0.94295,                0.98968,                0.99461,                0.98852,                0.86103,                0.33165,                0.49034,                0.20697,                0.82597,              0.0062182,              0.0062182,              0.0062182
                    193,                0.50791,                0.82692,                0.33158,                0.90148,                0.99079,                0.99433,                0.98822,                 0.9431,                0.98999,                0.99443,                0.98852,                0.86128,                0.33146,                0.49016,                0.20669,                 0.8259,              0.0061984,              0.0061984,              0.0061984
                    194,                0.50527,                0.82242,                0.32902,                 0.9024,                0.99079,                0.99429,                0.98822,                0.94303,                0.98973,                0.99453,                0.98859,                0.86107,                0.33139,                0.48987,                0.20676,                0.82585,              0.0061786,              0.0061786,              0.0061786
                    195,                0.50319,                0.82319,                0.32782,                0.89972,                0.99079,                0.99429,                 0.9882,                0.94322,                   0.99,                0.99434,                0.98856,                 0.8612,                0.33134,                0.48985,                0.20662,                0.82581,              0.0061588,              0.0061588,              0.0061588
                    196,                0.50545,                0.82731,                0.33047,                0.90065,                0.99079,                 0.9943,                0.98821,                0.94327,                   0.99,                0.99434,                0.98856,                0.86123,                0.33143,                0.48961,                0.20652,                0.82596,               0.006139,               0.006139,               0.006139
                    197,                0.50168,                0.82301,                0.32862,                0.90007,                0.99079,                0.99423,                 0.9882,                 0.9432,                0.98999,                0.99437,                0.98857,                0.86131,                0.33139,                 0.4898,                0.20631,                0.82592,              0.0061192,              0.0061192,              0.0061192
                    198,                0.50364,                0.81989,                0.32922,                0.89973,                0.99096,                0.99428,                0.98821,                0.94336,                0.99012,                0.99434,                0.98858,                0.86138,                0.33119,                0.48944,                0.20613,                0.82585,              0.0060994,              0.0060994,              0.0060994
                    199,                0.50417,                0.82307,                0.32845,                0.90069,                0.99096,                0.99406,                0.98822,                0.94328,                0.99006,                0.99434,                0.98859,                0.86149,                 0.3311,                0.48939,                0.20618,                0.82579,              0.0060796,              0.0060796,              0.0060796
                    200,                0.50467,                 0.8229,                0.32982,                0.90005,                0.99061,                 0.9946,                0.98817,                0.94312,                0.99006,                0.99434,                0.98854,                 0.8616,                0.33095,                0.48923,                 0.2059,                0.82572,              0.0060598,              0.0060598,              0.0060598
                    201,                0.49832,                0.81434,                0.32484,                0.89918,                0.99058,                0.99461,                0.98822,                 0.9433,                0.99024,                0.99443,                 0.9886,                0.86148,                0.33087,                0.48918,                0.20576,                0.82568,                0.00604,                0.00604,                0.00604
                    202,                0.50643,                0.83143,                0.33122,                0.90243,                0.99096,                0.99403,                0.98822,                0.94324,                0.99017,                0.99449,                0.98859,                0.86161,                0.33077,                0.48898,                0.20567,                0.82563,              0.0060202,              0.0060202,              0.0060202
                    203,                0.50167,                0.81991,                0.32677,                0.90083,                0.99058,                0.99452,                0.98826,                0.94328,                0.98965,                0.99528,                0.98862,                0.86163,                0.33062,                0.48877,                0.20564,                0.82551,              0.0060004,              0.0060004,              0.0060004
                    204,                0.49972,                 0.8168,                0.32544,                0.89822,                0.99105,                0.99406,                0.98828,                0.94316,                0.98974,                0.99488,                0.98864,                0.86183,                0.33051,                0.48872,                0.20544,                0.82549,              0.0059806,              0.0059806,              0.0059806
