                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.69329,                 1.1232,                0.48026,                0.98744,                0.98361,                 0.9895,                0.98856,                0.87497,                0.98357,                0.98626,                0.98817,                0.78547,                0.51439,                0.72133,                 0.3365,                0.90729,              0.0097426,              0.0097426,              0.0097426
                     15,                0.68729,                  1.108,                0.47236,                0.97998,                0.98427,                0.99084,                0.98831,                0.87744,                0.98348,                0.98852,                0.98828,                0.79852,                0.50048,                0.67938,                0.33185,                0.90123,              0.0097228,              0.0097228,              0.0097228
                     16,                0.68315,                  1.111,                0.46522,                0.98012,                0.98416,                0.99039,                0.98812,                0.87486,                0.98441,                0.98663,                0.98705,                0.79761,                0.49694,                0.68097,                0.32726,                 0.8996,               0.009703,               0.009703,               0.009703
                     17,                0.67238,                 1.0865,                0.46139,                0.97568,                0.98703,                0.98959,                0.98849,                0.88401,                0.98545,                0.98797,                0.98819,                0.79846,                 0.4822,                 0.6564,                0.32297,                0.89202,              0.0096832,              0.0096832,              0.0096832
                     18,                0.67466,                 1.0879,                0.46058,                0.97638,                0.98606,                0.99246,                 0.9883,                0.88761,                0.98457,                0.99122,                0.98799,                0.80068,                0.47135,                0.66017,                0.31073,                0.89021,              0.0096634,              0.0096634,              0.0096634
                     19,                 0.6668,                 1.0803,                0.45668,                0.97507,                0.98574,                0.99129,                0.98843,                 0.8869,                0.98481,                0.99039,                0.98822,                0.80655,                0.47983,                0.65477,                0.31862,                0.89279,              0.0096436,              0.0096436,              0.0096436
                     20,                0.65918,                 1.0649,                0.44633,                0.96931,                 0.9879,                0.99039,                0.98828,                0.89462,                0.98728,                0.98977,                0.98819,                0.81239,                0.46584,                0.64208,                0.30555,                0.88626,              0.0096238,              0.0096238,              0.0096238
                     21,                0.65483,                 1.0586,                0.44417,                0.96718,                0.98721,                0.99083,                0.98807,                0.89005,                0.98641,                0.99039,                0.98798,                0.80784,                0.46994,                0.63799,                0.30882,                0.88894,               0.009604,               0.009604,               0.009604
                     22,                0.64768,                 1.0421,                 0.4388,                 0.9643,                0.98719,                0.98945,                0.98795,                0.89308,                0.98576,                0.98802,                0.98748,                0.81528,                0.45799,                0.61888,                0.30118,                0.88645,              0.0095842,              0.0095842,              0.0095842
                     23,                0.64827,                 1.0443,                0.43741,                0.96421,                0.98636,                0.99129,                0.98808,                 0.8996,                0.98537,                 0.9903,                0.98789,                0.82058,                0.45234,                 0.6165,                0.29983,                0.87741,              0.0095644,              0.0095644,              0.0095644
                     24,                0.65081,                 1.0448,                0.43709,                0.96463,                0.98738,                0.99026,                0.98863,                0.89329,                0.98702,                 0.9899,                0.98825,                0.81801,                0.45298,                0.61042,                 0.2982,                0.88076,              0.0095446,              0.0095446,              0.0095446
                     25,                0.64008,                 1.0357,                0.43031,                0.95881,                0.98834,                0.99066,                0.98829,                0.89657,                0.98712,                0.99065,                 0.9878,                0.82025,                0.45189,                0.60321,                0.29446,                0.87883,              0.0095248,              0.0095248,              0.0095248
                     26,                0.63685,                 1.0334,                 0.4313,                0.95985,                0.98799,                0.98997,                0.98854,                0.89966,                0.98741,                0.98842,                0.98836,                0.81983,                0.44105,                0.59482,                0.29157,                0.87156,               0.009505,               0.009505,               0.009505
                     27,                0.63577,                 1.0342,                0.42938,                0.96134,                 0.9877,                0.99075,                  0.988,                0.90116,                0.98561,                0.98878,                0.98697,                0.82441,                0.44395,                0.60395,                0.29408,                0.87652,              0.0094852,              0.0094852,              0.0094852
                     28,                0.63424,                 1.0258,                 0.4272,                0.95796,                0.98827,                0.99116,                0.98856,                0.90061,                0.98815,                0.99039,                0.98854,                0.82362,                0.44602,                 0.6058,                 0.2876,                0.87713,              0.0094654,              0.0094654,              0.0094654
                     29,                0.63065,                 1.0246,                0.42077,                 0.9552,                0.98778,                0.99377,                0.98791,                0.90694,                0.98743,                 0.9942,                0.98811,                0.82755,                0.42942,                0.58158,                0.27895,                0.86843,              0.0094456,              0.0094456,              0.0094456
                     30,                0.62705,                 1.0148,                 0.4202,                0.95437,                0.98706,                0.99297,                0.98783,                0.90695,                0.98714,                0.99318,                  0.988,                0.83091,                0.43239,                0.58695,                0.27871,                0.86868,              0.0094258,              0.0094258,              0.0094258
                     31,                0.62539,                 1.0144,                0.42019,                0.95489,                0.98761,                0.99174,                0.98812,                0.90507,                0.98748,                0.99201,                 0.9882,                0.82584,                0.43178,                0.58186,                0.27757,                0.86885,               0.009406,               0.009406,               0.009406
                     32,                0.62126,                 1.0082,                0.41521,                0.95321,                0.98923,                0.99228,                 0.9878,                0.90644,                0.98973,                0.99219,                0.98792,                0.82629,                 0.4224,                0.58526,                0.27597,                0.86553,              0.0093862,              0.0093862,              0.0093862
                     33,                0.61745,                 1.0046,                0.41555,                0.95262,                0.98832,                0.99264,                 0.9882,                0.91216,                0.98873,                0.99257,                0.98834,                0.83308,                0.41919,                0.56379,                0.27213,                0.86514,              0.0093664,              0.0093664,              0.0093664
                     34,                0.61817,                 1.0026,                0.41476,                0.95329,                0.98867,                0.99084,                 0.9879,                0.90718,                0.98644,                0.99238,                0.98783,                0.83061,                0.42127,                0.57784,                0.27127,                0.86467,              0.0093466,              0.0093466,              0.0093466
                     35,                0.61076,                0.98182,                 0.4073,                 0.9474,                0.98864,                0.99282,                0.98799,                0.90922,                0.98847,                0.99264,                0.98798,                0.83301,                0.41633,                0.56989,                0.26896,                0.86132,              0.0093268,              0.0093268,              0.0093268
                     36,                0.60953,                0.98114,                0.40581,                0.94515,                  0.989,                0.99301,                0.98819,                0.91342,                0.98836,                0.99201,                0.98813,                0.83631,                0.41133,                0.56489,                0.26545,                0.85864,               0.009307,               0.009307,               0.009307
                     37,                0.60414,                0.97552,                0.40354,                0.94476,                0.98883,                0.99228,                0.98792,                0.91532,                0.98828,                0.99176,                0.98803,                0.83551,                0.40459,                0.56344,                0.26451,                0.85702,              0.0092872,              0.0092872,              0.0092872
                     38,                0.60585,                0.97638,                0.40394,                0.94375,                0.98925,                0.99111,                0.98793,                0.91438,                 0.9888,                0.99066,                0.98807,                0.83594,                0.40904,                0.56037,                0.26378,                0.85894,              0.0092674,              0.0092674,              0.0092674
                     39,                0.60866,                 0.9807,                0.40638,                0.94708,                0.98767,                0.99217,                 0.9878,                0.91285,                0.98739,                0.99201,                0.98778,                0.83581,                0.40724,                0.55702,                 0.2643,                0.85925,              0.0092476,              0.0092476,              0.0092476
                     40,                0.60427,                0.97422,                0.40393,                0.94447,                0.98908,                 0.9921,                 0.9877,                0.91604,                0.98846,                0.99147,                0.98777,                0.83818,                0.40146,                0.55138,                0.26171,                0.85589,              0.0092278,              0.0092278,              0.0092278
                     41,                0.60166,                0.97829,                0.40008,                0.94498,                 0.9897,                 0.9919,                0.98798,                0.91676,                0.98951,                0.99072,                0.98775,                0.83963,                0.40025,                0.54986,                0.25766,                0.85591,               0.009208,               0.009208,               0.009208
                     42,                0.59658,                0.96116,                 0.3995,                0.94157,                0.98938,                0.99291,                 0.9881,                0.91782,                0.98908,                0.99255,                0.98818,                0.83659,                0.39782,                 0.5567,                0.25787,                 0.8529,              0.0091882,              0.0091882,              0.0091882
                     43,                0.59783,                0.95547,                0.39663,                0.94028,                0.98914,                0.99345,                0.98785,                0.91743,                0.98883,                0.99357,                0.98766,                0.83868,                0.39808,                0.54771,                0.25415,                0.85481,              0.0091684,              0.0091684,              0.0091684
                     44,                0.59885,                0.96384,                0.39894,                0.94201,                0.98989,                0.99278,                0.98781,                0.92083,                0.98922,                0.99273,                0.98778,                0.84169,                0.39772,                0.54622,                0.25439,                0.85357,              0.0091486,              0.0091486,              0.0091486
                     45,                0.59308,                0.96118,                0.39599,                0.93977,                0.98961,                0.99204,                0.98805,                0.92059,                0.98935,                0.99269,                0.98802,                0.84008,                0.39378,                 0.5427,                0.25191,                0.85252,              0.0091288,              0.0091288,              0.0091288
                     46,                0.59274,                0.95986,                0.39236,                0.93906,                0.98921,                0.99237,                0.98802,                0.92205,                0.98882,                0.99212,                0.98793,                0.84277,                0.38899,                0.53672,                0.25017,                 0.8497,               0.009109,               0.009109,               0.009109
                     47,                0.59446,                0.97279,                0.39535,                0.94004,                0.99032,                0.99228,                0.98798,                0.92138,                 0.9905,                0.99246,                0.98791,                0.84351,                0.38938,                 0.5416,                  0.249,                0.84915,              0.0090892,              0.0090892,              0.0090892
                     48,                0.59221,                0.95894,                0.39167,                0.93793,                0.98918,                0.99264,                0.98798,                0.92069,                0.98839,                0.99388,                0.98808,                 0.8418,                0.38595,                0.53662,                0.24827,                0.84908,              0.0090694,              0.0090694,              0.0090694
                     49,                 0.5943,                0.95758,                0.39348,                0.93884,                0.98812,                0.99416,                 0.9882,                0.92148,                0.98839,                0.99373,                0.98833,                0.84408,                0.38757,                0.53493,                0.24834,                0.85001,              0.0090496,              0.0090496,              0.0090496
                     50,                0.58461,                0.94405,                0.38902,                 0.9356,                0.98883,                0.99314,                0.98822,                0.92354,                0.98901,                0.99332,                0.98812,                0.84431,                0.38291,                0.53324,                0.24494,                0.84862,              0.0090298,              0.0090298,              0.0090298
                     51,                0.58509,                0.94593,                0.38875,                0.93464,                0.99002,                0.99327,                0.98812,                0.92201,                0.98995,                0.99318,                0.98791,                0.84458,                0.38654,                0.53881,                0.24625,                0.85007,                0.00901,                0.00901,                0.00901
                     52,                0.58368,                0.94083,                0.38824,                0.93642,                0.98799,                0.99425,                0.98813,                0.92283,                0.98882,                0.99243,                0.98804,                0.84539,                0.38297,                  0.534,                0.24378,                0.84908,              0.0089902,              0.0089902,              0.0089902
                     53,                 0.5848,                 0.9533,                0.39013,                0.93692,                0.98942,                0.99327,                 0.9881,                0.92531,                0.98909,                0.99303,                0.98794,                0.84629,                0.37914,                0.53155,                0.24251,                0.84702,              0.0089704,              0.0089704,              0.0089704
                     54,                0.58213,                0.93794,                0.38437,                0.93248,                0.99024,                0.99329,                0.98811,                0.92583,                0.98907,                0.99363,                0.98801,                0.84637,                0.37837,                0.53207,                0.24111,                0.84633,              0.0089506,              0.0089506,              0.0089506
                     55,                0.58556,                0.95066,                 0.3893,                0.93516,                0.98841,                0.99489,                0.98823,                0.92584,                0.98884,                 0.9941,                0.98813,                0.84678,                0.37704,                0.53023,                0.23804,                0.84541,              0.0089308,              0.0089308,              0.0089308
                     56,                0.57962,                0.94002,                0.38492,                0.93275,                0.98884,                0.99444,                0.98804,                0.92495,                0.98874,                0.99425,                 0.9882,                 0.8467,                0.37626,                0.53064,                0.23892,                0.84369,               0.008911,               0.008911,               0.008911
                     57,                 0.5778,                0.94336,                0.38365,                0.93451,                0.98919,                0.99479,                0.98804,                0.92459,                0.98901,                0.99461,                0.98808,                0.84648,                0.37572,                0.52699,                0.23696,                0.84511,              0.0088912,              0.0088912,              0.0088912
                     58,                0.57143,                0.91581,                0.37701,                0.92817,                0.98928,                0.99404,                0.98796,                0.92717,                0.98961,                0.99416,                0.98835,                0.84695,                0.37219,                0.52868,                0.23561,                 0.8438,              0.0088714,              0.0088714,              0.0088714
                     59,                0.57692,                0.93797,                0.37954,                   0.93,                0.98874,                0.99452,                0.98813,                0.92662,                0.98901,                0.99341,                0.98819,                0.84731,                0.37154,                0.52918,                0.23556,                0.84205,              0.0088516,              0.0088516,              0.0088516
                     60,                0.57342,                0.93224,                 0.3786,                 0.9309,                 0.9885,                0.99505,                0.98801,                0.92716,                0.98819,                0.99479,                  0.988,                0.84941,                0.37003,                0.52446,                0.23455,                0.84183,              0.0088318,              0.0088318,              0.0088318
                     61,                 0.5712,                 0.9243,                0.37824,                0.92861,                0.98893,                0.99421,                0.98812,                0.92833,                0.98927,                0.99434,                0.98827,                0.84874,                0.36815,                0.52438,                 0.2319,                0.84188,               0.008812,               0.008812,               0.008812
                     62,                0.57246,                0.91958,                0.37792,                0.92993,                0.98884,                0.99429,                0.98798,                 0.9286,                0.98911,                0.99456,                0.98838,                 0.8493,                0.36799,                0.52273,                 0.2326,                0.84182,              0.0087922,              0.0087922,              0.0087922
                     63,                0.57244,                0.92996,                0.38033,                0.93093,                0.98853,                0.99434,                0.98768,                0.92939,                0.98857,                0.99419,                0.98786,                0.84986,                0.36767,                0.52163,                0.23262,                0.84177,              0.0087724,              0.0087724,              0.0087724
                     64,                0.57514,                0.93044,                0.38035,                0.93298,                0.98913,                0.99407,                0.98778,                0.92876,                0.98947,                 0.9939,                0.98807,                0.85045,                 0.3672,                0.52075,                 0.2322,                0.84064,              0.0087526,              0.0087526,              0.0087526
                     65,                0.57178,                0.92705,                0.37556,                0.92891,                0.98881,                0.99425,                0.98805,                0.92925,                0.98885,                0.99508,                0.98837,                   0.85,                0.36745,                0.51826,                0.23051,                0.84037,              0.0087328,              0.0087328,              0.0087328
                     66,                0.56581,                0.92061,                0.37647,                0.92789,                0.99016,                0.99324,                0.98798,                 0.9291,                 0.9896,                0.99399,                 0.9881,                0.84998,                0.36585,                0.51774,                 0.2304,                0.83999,               0.008713,               0.008713,               0.008713
                     67,                0.56883,                0.92382,                0.37537,                 0.9302,                0.98975,                0.99336,                0.98791,                0.92908,                0.98981,                0.99369,                0.98804,                0.85074,                0.36508,                0.51787,                0.22963,                0.84005,              0.0086932,              0.0086932,              0.0086932
                     68,                0.56983,                0.92559,                0.37801,                0.93026,                0.98822,                0.99423,                0.98785,                0.93006,                0.98955,                0.99381,                0.98797,                0.85096,                 0.3642,                0.51892,                0.22912,                0.83992,              0.0086734,              0.0086734,              0.0086734
                     69,                0.56697,                0.92104,                0.37428,                0.92842,                0.98958,                0.99381,                0.98778,                0.92989,                 0.9897,                 0.9939,                0.98787,                0.85114,                 0.3646,                0.51757,                0.22847,                0.84012,              0.0086536,              0.0086536,              0.0086536
                     70,                0.56623,                 0.9149,                 0.3751,                0.92759,                0.98907,                 0.9939,                 0.9878,                0.92971,                 0.9891,                0.99399,                0.98785,                0.85079,                0.36373,                0.51669,                0.22858,                0.83972,              0.0086338,              0.0086338,              0.0086338
                     71,                0.56631,                0.91856,                0.37357,                 0.9265,                0.98849,                 0.9947,                0.98788,                 0.9304,                0.98875,                0.99437,                0.98795,                0.85106,                 0.3622,                0.51596,                0.22805,                0.83886,               0.008614,               0.008614,               0.008614
                     72,                0.56279,                0.91937,                 0.3726,                0.92646,                0.98919,                0.99368,                0.98794,                0.93112,                0.98798,                0.99551,                0.98812,                0.85152,                0.36148,                0.51534,                0.22711,                0.83849,              0.0085942,              0.0085942,              0.0085942
                     73,                0.56006,                 0.9088,                0.37048,                0.92573,                 0.9898,                0.99315,                0.98794,                0.93138,                 0.9894,                0.99363,                0.98806,                0.85157,                 0.3611,                0.51552,                0.22641,                0.83823,              0.0085744,              0.0085744,              0.0085744
                     74,                0.56208,                0.91518,                0.36942,                0.92543,                0.98947,                0.99336,                0.98783,                0.93112,                0.98936,                0.99347,                0.98791,                0.85213,                0.35982,                0.51755,                0.22597,                0.83762,              0.0085546,              0.0085546,              0.0085546
                     75,                 0.5647,                0.92701,                0.37234,                0.92784,                 0.9891,                0.99416,                0.98797,                0.93107,                 0.9891,                0.99416,                0.98806,                0.85177,                0.35913,                0.51645,                0.22477,                0.83743,              0.0085348,              0.0085348,              0.0085348
                     76,                0.56384,                0.92022,                0.37334,                0.92654,                0.98946,                0.99425,                0.98795,                0.93167,                0.98946,                0.99419,                0.98805,                0.85228,                0.35871,                0.51593,                0.22488,                0.83718,               0.008515,               0.008515,               0.008515
                     77,                0.55968,                0.90807,                0.36837,                0.92423,                0.98981,                0.99395,                0.98791,                0.93237,                0.98981,                0.99381,                0.98801,                0.85291,                0.35733,                0.51319,                0.22421,                0.83612,              0.0084952,              0.0084952,              0.0084952
                     78,                0.56026,                0.91421,                0.36848,                0.92371,                0.98972,                0.99399,                0.98791,                 0.9321,                0.98955,                0.99419,                0.98801,                0.85341,                0.35699,                0.51313,                 0.2234,                0.83602,              0.0084754,              0.0084754,              0.0084754
                     79,                0.55763,                0.90161,                0.36666,                0.92187,                0.98994,                0.99354,                0.98789,                0.93318,                0.98999,                0.99345,                0.98799,                0.85373,                0.35625,                0.51341,                0.22312,                0.83574,              0.0084556,              0.0084556,              0.0084556
                     80,                0.55679,                0.90392,                0.36751,                 0.9237,                0.98909,                0.99425,                0.98786,                0.93341,                0.98945,                 0.9939,                0.98796,                0.85341,                0.35542,                0.51341,                0.22327,                0.83542,              0.0084358,              0.0084358,              0.0084358
                     81,                0.55914,                0.90316,                0.36597,                0.92297,                0.98972,                0.99423,                0.98789,                0.93367,                0.98965,                0.99407,                 0.9881,                 0.8538,                0.35438,                0.51343,                0.22208,                0.83495,               0.008416,               0.008416,               0.008416
                     82,                0.55403,                0.90334,                0.36558,                0.92258,                0.99005,                0.99407,                0.98796,                0.93421,                0.98996,                0.99399,                0.98808,                0.85413,                0.35344,                 0.5127,                0.22119,                0.83447,              0.0083962,              0.0083962,              0.0083962
                     83,                0.55519,                0.89924,                0.36843,                0.92451,                0.98978,                0.99434,                0.98785,                0.93447,                0.98992,                 0.9939,                0.98793,                0.85441,                 0.3528,                0.51247,                0.22037,                 0.8343,              0.0083764,              0.0083764,              0.0083764
                     84,                  0.558,                0.89797,                0.36754,                0.92204,                0.98928,                0.99457,                0.98782,                0.93426,                0.98928,                 0.9942,                0.98784,                0.85463,                0.35227,                0.51222,                0.22022,                0.83415,              0.0083566,              0.0083566,              0.0083566
                     85,                0.55124,                  0.887,                0.36477,                0.92063,                0.98973,                0.99455,                0.98793,                0.93479,                0.98963,                0.99414,                0.98798,                0.85499,                 0.3519,                0.51218,                0.22002,                0.83398,              0.0083368,              0.0083368,              0.0083368
                     86,                0.55423,                0.90175,                0.36589,                0.92323,                0.98958,                0.99425,                0.98783,                  0.935,                0.98945,                0.99407,                0.98803,                0.85463,                0.35157,                  0.511,                0.22007,                0.83397,               0.008317,               0.008317,               0.008317
                     87,                0.55158,                0.90071,                0.36346,                0.92152,                0.98974,                0.99416,                0.98786,                0.93492,                0.98965,                0.99407,                0.98799,                0.85465,                0.35119,                0.51075,                0.21969,                0.83384,              0.0082972,              0.0082972,              0.0082972
                     88,                0.55227,                0.89168,                0.36559,                0.92219,                0.98979,                0.99434,                0.98798,                0.93521,                0.98956,                0.99416,                0.98803,                0.85432,                0.35083,                0.51077,                0.21908,                 0.8337,              0.0082774,              0.0082774,              0.0082774
                     89,                 0.5523,                0.90161,                0.36649,                0.92157,                0.98981,                0.99425,                0.98791,                0.93505,                0.98964,                0.99407,                0.98801,                0.85484,                0.35077,                0.51056,                0.21906,                0.83366,              0.0082576,              0.0082576,              0.0082576
                     90,                 0.5535,                0.90604,                 0.3652,                0.92274,                0.98955,                0.99441,                0.98788,                0.93541,                0.98937,                0.99426,                0.98798,                 0.8548,                0.35035,                0.51061,                0.21895,                0.83336,              0.0082378,              0.0082378,              0.0082378
                     91,                 0.5522,                0.89512,                0.36335,                0.92016,                0.98972,                0.99441,                0.98789,                0.93527,                0.98981,                0.99458,                  0.988,                0.85501,                0.35024,                0.50963,                0.21876,                0.83326,               0.008218,               0.008218,               0.008218
                     92,                0.55578,                0.91057,                0.36443,                0.92215,                0.98969,                0.99425,                 0.9879,                0.93552,                 0.9897,                0.99461,                  0.988,                0.85489,                0.34988,                0.50957,                 0.2189,                0.83321,              0.0081982,              0.0081982,              0.0081982
                     93,                0.54532,                0.88662,                0.35963,                0.91736,                0.98972,                0.99413,                0.98788,                0.93543,                0.98973,                0.99425,                  0.988,                0.85476,                0.34945,                0.50986,                0.21905,                0.83305,              0.0081784,              0.0081784,              0.0081784
